-0.43;0.06;-0.79;0.21;-0.14;-0.96;
-0.55;0.79;-0.79;0.21;-0.13;-0.96;
-0.18;0.43;-1.10;0.20;-0.13;-0.96;
-0.12;0.30;-0.85;0.21;-0.12;-0.97;
-0.49;0.55;-0.37;0.21;-0.13;-0.96;
-0.55;0.61;-0.98;0.21;-0.13;-0.96;
-2.44;2.07;-1.59;0.21;-0.13;-0.95;
-0.12;0.12;-0.73;0.21;-0.12;-0.95;
-0.06;0.24;-1.10;0.21;-0.12;-0.97;
-0.61;0.61;-0.79;0.22;-0.13;-0.95;
-0.61;0.49;-0.91;0.22;-0.12;-0.96;
-0.06;0.37;-0.30;0.22;-0.12;-0.95;
-0.18;0.18;-0.91;0.22;-0.12;-0.96;
-0.61;0.06;-0.61;0.21;-0.12;-0.96;
-0.06;0.55;-1.04;0.22;-0.12;-0.95;
-0.43;0.43;-0.61;0.21;-0.12;-0.96;
-0.43;0.55;-0.85;0.22;-0.13;-0.96;
-0.91;0.24;-1.16;0.21;-0.12;-0.96;
-0.91;0.67;-0.49;0.21;-0.12;-0.95;
-0.30;0.79;-0.67;0.22;-0.12;-0.96;
-0.55;-0.06;-0.79;0.23;-0.12;-0.95;
-0.43;0.49;-0.79;0.22;-0.12;-0.96;
-1.28;0.55;-1.22;0.22;-0.13;-0.96;
-0.73;0.67;-1.65;0.22;-0.12;-0.95;
0.00;0.43;-0.55;0.22;-0.12;-0.96;
0.06;0.12;-0.67;0.22;-0.13;-0.96;
-0.49;0.18;-1.04;0.22;-0.13;-0.96;
-0.30;0.73;-0.43;0.21;-0.13;-0.96;
0.06;0.43;-0.49;0.22;-0.13;-0.95;
-0.24;0.43;-0.61;0.22;-0.12;-0.97;
0.00;0.55;-0.91;0.22;-0.12;-0.96;
-0.30;0.91;-0.43;0.21;-0.13;-0.96;
-0.37;-0.43;-1.59;0.21;-0.13;-0.95;
-0.37;0.61;-0.73;0.21;-0.13;-0.95;
-0.73;0.49;-0.85;0.22;-0.13;-0.96;
-0.73;0.49;-1.46;0.20;-0.13;-0.96;
-0.24;0.24;-1.16;0.22;-0.13;-0.95;
