-0.30;-0.12;-0.18;-0.35;0.94;0.02;-0.12;-0.06;-0.30;-0.36;0.94;0.02;-0.18;-0.49;-0.30;-0.35;0.94;0.02;0.24;-0.49;-0.61;-0.35;0.94;0.02;-0.06;-0.18;-0.37;-0.36;0.94;0.02;0.30;-0.06;-0.73;-0.36;0.94;0.02;-0.30;0.06;0.06;-0.36;0.94;0.02;0.30;-0.24;-0.18;-0.36;0.94;0.02
0.06;0.12;-0.18;-0.37;0.94;0.02;0.37;0.00;-0.55;-0.35;0.94;0.02;-0.06;0.06;-0.24;-0.36;0.93;0.02;0.49;0.37;-0.37;-0.36;0.93;0.03;0.55;0.43;-0.37;-0.35;0.94;0.02;0.30;0.00;0.06;-0.36;0.94;0.02;0.18;0.06;-0.49;-0.36;0.94;0.03;0.61;-0.30;-0.49;-0.35;0.94;0.02
0.12;-0.37;-0.49;-0.35;0.94;0.02;0.24;0.30;-0.24;-0.35;0.94;0.03;0.06;0.00;0.12;-0.35;0.94;0.02;0.18;0.18;-0.43;-0.36;0.94;0.02;0.43;-0.06;0.06;-0.35;0.94;0.02;0.43;-0.18;-0.30;-0.36;0.94;0.02;0.12;-0.61;0.00;-0.36;0.94;0.02;-0.12;0.00;-0.30;-0.36;0.94;0.04
0.43;0.06;-0.24;-0.36;0.93;0.03;0.24;0.06;-0.06;-0.35;0.95;0.03;0.24;0.06;-0.18;-0.35;0.94;0.03;0.00;-0.12;0.06;-0.35;0.94;0.02;0.24;-0.12;0.37;-0.35;0.94;0.02;0.12;-0.30;-0.37;-0.36;0.94;0.02;0.30;-0.06;-0.18;-0.36;0.95;0.02;0.55;0.00;-0.12;-0.36;0.95;0.02
-0.06;0.00;-0.18;-0.35;0.95;0.03;0.24;-0.37;-1.28;-0.36;0.95;0.03;0.55;0.18;-0.12;-0.36;0.93;0.02;-0.24;0.24;-0.49;-0.36;0.95;0.03;0.55;0.12;-0.61;-0.36;0.94;0.02;0.06;-0.30;-0.49;-0.35;0.94;0.03;0.61;-0.24;-0.85;-0.36;0.94;0.02;0.98;-0.12;-0.06;-0.36;0.93;0.02
-0.06;-0.24;0.43;-0.36;0.94;0.03;-0.12;0.12;-0.37;-0.36;0.95;0.03;0.73;0.18;-0.79;-0.36;0.95;0.03;0.37;0.00;-0.18;-0.35;0.94;0.03;-0.06;-0.06;-0.30;-0.35;0.94;0.03;0.79;-0.06;-0.73;-0.36;0.94;0.03;-0.24;-0.12;0.06;-0.35;0.93;0.01;-0.06;0.18;-0.49;-0.35;0.94;0.02
0.18;-0.37;0.06;-0.35;0.94;0.02;0.00;0.00;-0.79;-0.35;0.94;0.02;0.79;-0.06;-0.30;-0.35;0.94;0.03;0.18;0.00;0.00;-0.36;0.94;0.02;0.37;-0.12;0.06;-0.36;0.94;0.02;0.18;-0.24;0.18;-0.35;0.94;0.04;0.49;-0.43;-0.43;-0.36;0.94;0.03;-0.30;0.18;-0.67;-0.36;0.94;0.02
-0.06;-0.37;-0.43;-0.36;0.93;0.03;-0.18;0.37;-0.18;-0.36;0.94;0.03;0.24;0.06;-0.30;-0.35;0.94;0.02;0.24;0.61;-0.85;-0.36;0.94;0.02;0.30;0.12;-0.49;-0.36;0.95;0.02;0.67;-0.24;-0.24;-0.35;0.94;0.03;0.18;0.00;-0.06;-0.36;0.94;0.03;0.24;-0.24;-0.18;-0.36;0.94;0.02
-0.18;0.00;-0.24;-0.36;0.94;0.03;0.18;0.30;-0.37;-0.36;0.94;0.03;0.67;0.12;-0.24;-0.36;0.94;0.03;0.06;0.37;0.00;-0.36;0.94;0.02;0.55;-0.49;-0.24;-0.35;0.94;0.02;0.12;0.00;-0.61;-0.35;0.94;0.02;0.24;0.00;-0.06;-0.35;0.95;0.03;0.37;-0.18;-0.12;-0.35;0.94;0.03
0.43;0.06;-0.37;-0.36;0.94;0.03;0.24;-0.24;-0.73;-0.36;0.93;0.04;0.00;0.37;-0.49;-0.36;0.94;0.03;0.49;-0.24;-0.06;-0.36;0.94;0.03;0.49;-0.06;-0.61;-0.36;0.94;0.02;0.06;-0.06;0.00;-0.36;0.95;0.02;0.00;0.37;-0.37;-0.36;0.93;0.02;0.30;-0.18;-0.24;-0.36;0.94;0.03
0.06;-0.12;-0.24;-0.36;0.94;0.02;0.30;-0.24;-0.30;-0.35;0.94;0.02;0.98;0.18;-0.55;-0.35;0.94;0.02;0.06;0.43;-0.43;-0.36;0.94;0.02;0.91;-0.37;-0.06;-0.36;0.94;0.02;0.49;-0.24;0.12;-0.35;0.94;0.02;0.24;0.12;-0.24;-0.36;0.94;0.03;0.43;0.43;0.06;-0.35;0.95;0.02
0.18;-0.06;-0.61;-0.35;0.94;0.03;0.24;0.18;-0.18;-0.36;0.94;0.02;0.06;-0.49;-0.24;-0.35;0.94;0.02;0.37;-0.43;-0.24;-0.36;0.94;0.03;0.98;-0.18;-0.49;-0.35;0.95;0.02;0.18;-0.37;0.30;-0.36;0.94;0.03;0.37;0.06;-0.79;-0.36;0.94;0.02;0.91;-0.18;-0.37;-0.36;0.93;0.03
