0.37;-0.49;0.30;-0.16;0.38;0.94
0.85;-1.16;1.52;-0.17;0.38;0.93
0.79;-2.20;3.29;-0.16;0.38;0.92
0.37;-1.40;1.95;-0.15;0.38;0.94
0.18;-0.30;-0.61;-0.15;0.38;0.92
-4.21;-2.87;-5.49;-0.14;0.37;0.94
-0.79;0.24;-0.91;-0.17;0.35;0.94
-3.05;-2.07;-0.55;-0.16;0.34;0.96
1.04;-2.68;2.44;-0.16;0.34;0.95
7.01;2.01;5.18;-0.17;0.31;0.97
