-3.66;-1.10;-2.87;0.13;-0.51;-0.86;-2.74;-0.18;-3.05;0.13;-0.54;-0.84;
0.30;-0.43;0.18;0.13;-0.48;-0.84;1.34;-0.06;0.12;0.13;-0.48;-0.88;
0.98;-0.49;0.24;0.13;-0.49;-0.86;1.10;-0.43;0.85;0.15;-0.50;-0.87;
0.79;-0.67;0.61;0.12;-0.49;-0.87;1.46;-1.10;-0.73;0.12;-0.48;-0.87;
-3.54;-1.10;-3.35;0.11;-0.50;-0.85;-2.93;-2.80;-4.82;0.14;-0.48;-0.87;
-4.15;-3.84;-0.43;0.07;-0.47;-0.89;7.56;-5.49;-1.59;0.13;-0.50;-0.87;
0.49;-1.10;0.37;0.13;-0.48;-0.88;-0.24;-0.55;-0.24;0.14;-0.48;-0.86;
1.46;0.00;-0.24;0.13;-0.49;-0.86;-0.43;-0.43;0.06;0.13;-0.49;-0.86;
0.06;-0.43;0.24;0.13;-0.49;-0.87;1.04;-0.30;-0.06;0.13;-0.49;-0.87;
2.01;1.83;0.61;0.15;-0.49;-0.91;-0.98;-0.37;0.30;0.12;-0.49;-0.86;
0.18;-0.30;-0.12;0.13;-0.48;-0.87;-0.98;-1.52;-2.38;0.13;-0.48;-0.86;
4.63;0.06;0.43;0.11;-0.51;-0.84;0.43;-0.24;-0.49;0.13;-0.49;-0.86;
-0.67;-0.18;0.06;0.13;-0.49;-0.86;-0.73;-1.59;-0.30;0.14;-0.47;-0.85;
1.22;1.28;5.49;0.13;-0.51;-0.87;-0.79;-1.89;0.91;0.12;-0.48;-0.86;
-0.37;-0.67;0.30;0.14;-0.49;-0.85;1.46;-1.10;0.73;0.12;-0.50;-0.87;
5.00;-1.71;5.49;0.11;-0.52;-0.86;-2.32;-1.28;2.07;0.12;-0.50;-0.87;
-18.11;1.16;-2.99;0.11;-0.47;-0.84;5.61;-9.39;4.09;0.09;-0.54;-0.83;
-0.18;-0.55;0.30;0.13;-0.49;-0.88;-13.35;-5.98;-4.94;0.01;-0.28;-0.97;
0.18;-0.67;0.24;0.12;-0.48;-0.87;-0.12;-0.67;0.00;0.12;-0.48;-0.87;
-4.94;0.61;-2.20;0.15;-0.41;-0.90;3.54;-0.85;-0.79;0.12;-0.48;-0.86;
0.85;-0.06;-0.18;0.13;-0.48;-0.88;0.37;-0.24;0.18;0.13;-0.48;-0.87;
0.12;-0.49;-0.30;0.12;-0.48;-0.86;0.43;-0.55;0.12;0.12;-0.48;-0.87;
0.24;-0.24;0.37;0.12;-0.48;-0.87;-0.18;-0.30;0.12;0.12;-0.48;-0.87;
1.77;0.43;2.20;0.12;-0.47;-0.88;0.06;-0.06;0.00;0.12;-0.49;-0.87;
0.30;0.06;-0.18;0.11;-0.48;-0.85;0.24;-0.37;-0.18;0.12;-0.49;-0.86;
0.55;-0.61;0.24;0.12;-0.48;-0.88;0.00;-0.73;-0.06;0.12;-0.49;-0.87;
0.61;-0.18;0.24;0.12;-0.48;-0.86;0.43;-0.79;0.37;0.11;-0.49;-0.88;
0.18;0.12;-0.06;0.11;-0.49;-0.86;0.37;-0.67;0.43;0.12;-0.49;-0.87;
0.43;-0.43;-0.12;0.13;-0.49;-0.86;-0.06;-0.73;0.00;0.13;-0.49;-0.87;
0.55;-0.24;-0.30;0.11;-0.50;-0.86;0.73;-0.49;-0.49;0.12;-0.49;-0.87;
0.61;-0.43;-0.12;0.12;-0.49;-0.86;0.49;-0.24;0.37;0.12;-0.49;-0.86;
0.55;0.00;0.18;0.12;-0.49;-0.87;0.18;-0.06;0.06;0.12;-0.48;-0.87;
0.12;-0.49;-0.37;0.12;-0.49;-0.85;0.12;-0.30;-0.24;0.11;-0.48;-0.87;
0.18;-0.79;-0.24;0.12;-0.48;-0.87;-0.55;-0.73;0.00;0.11;-0.49;-0.86;
0.12;-0.18;0.12;0.13;-0.48;-0.87;0.37;-0.49;0.12;0.12;-0.49;-0.87;
-0.49;-0.24;0.12;0.12;-0.48;-0.86;0.61;-0.61;0.30;0.11;-0.48;-0.86;
0.12;-0.61;0.00;0.13;-0.48;-0.86;0.37;-0.30;0.30;0.12;-0.49;-0.86;
0.24;-0.73;0.12;0.12;-0.49;-0.87;0.37;-0.30;0.24;0.12;-0.48;-0.86;
0.12;-0.55;-0.12;0.12;-0.50;-0.87;0.24;-0.73;0.24;0.12;-0.49;-0.86;
0.67;-0.91;-0.06;0.12;-0.49;-0.86;-0.18;0.00;0.00;0.13;-0.50;-0.87;
0.49;-0.43;0.24;0.11;-0.49;-0.87;0.24;-0.43;0.12;0.11;-0.49;-0.86;
