0.85;-0.18;0.24;-0.10;0.78;-0.26;
0.85;0.18;0.37;-0.11;0.78;-0.26;
0.06;-0.06;0.00;-0.10;0.78;-0.26;
0.43;0.43;0.00;-0.10;0.78;-0.26;
0.18;0.30;0.43;-0.10;0.78;-0.27;
0.73;-0.12;0.12;-0.11;0.78;-0.26;
0.55;0.24;-0.12;-0.11;0.78;-0.25;
0.30;0.30;-0.18;-0.10;0.78;-0.26;
-0.30;-0.18;0.30;-0.11;0.78;-0.26;
0.98;-0.30;0.18;-0.11;0.78;-0.26;
0.24;0.24;0.00;-0.10;0.79;-0.27;
0.55;-0.30;0.73;-0.11;0.78;-0.26;
0.73;0.00;0.00;-0.10;0.78;-0.26;
-0.24;-0.06;-0.43;-0.11;0.78;-0.26;
-0.12;0.18;0.30;-0.10;0.78;-0.26;
0.37;0.37;0.37;-0.10;0.78;-0.26;
0.79;0.00;0.24;-0.10;0.78;-0.26;
0.43;0.49;0.18;-0.10;0.78;-0.26;
0.12;0.06;-0.49;-0.10;0.77;-0.26;
-0.06;-0.24;0.24;-0.09;0.78;-0.26;
1.10;0.18;-0.43;-0.10;0.78;-0.26;
0.55;0.00;0.12;-0.10;0.78;-0.27;
0.73;-0.12;0.49;-0.11;0.78;-0.26;
0.61;0.37;0.00;-0.11;0.78;-0.27;
0.73;0.18;0.00;-0.10;0.77;-0.26;
-0.06;-0.12;0.12;-0.10;0.78;-0.26;
0.79;-0.06;-0.06;-0.10;0.78;-0.26;
0.67;0.12;0.12;-0.11;0.78;-0.26;
0.06;-0.30;-0.43;-0.11;0.77;-0.25;
0.49;0.55;-0.24;-0.10;0.78;-0.26;
0.73;0.37;0.00;-0.11;0.78;-0.26;
0.49;0.37;-0.06;-0.11;0.78;-0.26;
