0.12;0.12;-0.18;-0.37;-0.62;-0.68;0.61;0.00;0.12;0.10;-0.15;-0.99;
-0.06;-0.37;-0.06;-0.38;-0.62;-0.67;0.55;0.24;0.06;0.10;-0.15;-0.98;
-0.49;0.06;0.00;-0.37;-0.63;-0.67;0.06;0.30;0.37;0.11;-0.15;-0.99;
-1.40;1.52;0.43;-0.38;-0.63;-0.67;-0.49;0.98;-0.55;0.10;-0.15;-0.98;
-0.67;-0.12;0.37;-0.37;-0.63;-0.68;0.91;-0.06;0.61;0.10;-0.15;-0.99;
-0.18;0.06;-0.12;-0.37;-0.63;-0.67;0.30;0.43;-0.12;0.11;-0.14;-0.99;
0.98;-0.12;-0.18;-0.37;-0.63;-0.67;0.49;0.49;0.37;0.10;-0.13;-1.00;
-4.63;1.77;2.13;-0.38;-0.63;-0.67;0.43;0.12;-0.06;0.10;-0.15;-0.99;
0.12;-0.30;-0.24;-0.38;-0.63;-0.67;0.30;0.30;0.18;0.10;-0.14;-1.00;
-47.07;-26.59;-28.60;-0.49;-0.51;-0.69;-0.73;0.30;0.98;0.11;-0.15;-0.99;
113.96;-10.30;-93.90;-0.61;-0.66;-0.63;-1.34;0.85;-0.85;0.11;-0.14;-0.99;
97.74;-81.52;-152.01;-0.19;-2.00;-0.11;0.37;-0.18;0.24;0.11;-0.15;-0.98;
38.48;52.62;34.51;-0.57;-0.71;-0.26;0.12;0.24;0.18;0.11;-0.15;-0.99;
125.06;218.23;127.01;-0.43;-0.80;-0.72;-0.06;0.12;-0.06;0.10;-0.14;-0.99;
58.35;54.21;-40.55;-0.19;-0.87;-0.10;0.67;0.37;0.49;0.11;-0.15;-0.99;
-59.33;-103.17;-12.44;-0.24;-1.13;0.06;0.30;0.43;0.37;0.11;-0.15;-0.99;
31.16;70.98;20.91;-0.18;-0.89;-0.07;0.98;-0.06;0.37;0.11;-0.15;-0.99;
137.44;244.09;23.48;0.11;-1.25;0.32;0.43;0.24;0.30;0.11;-0.14;-0.99;
245.79;466.59;92.87;0.17;-1.29;0.30;0.61;0.00;-0.18;0.11;-0.14;-0.99;
139.09;256.71;50.79;-0.40;-0.78;-0.68;0.55;0.00;0.12;0.10;-0.14;-0.99;
-23.60;-27.50;-67.32;-0.19;-0.78;0.05;0.67;0.00;0.43;0.10;-0.15;-0.99;
-100.79;-9.21;-11.46;0.17;-0.85;-0.73;-4.39;2.56;19.57;0.13;-0.11;-1.00;
7.99;44.51;47.56;-0.35;-0.45;-0.86;0.85;0.61;0.00;0.11;-0.14;-0.99;
0.24;0.73;-0.98;-0.38;-0.55;-0.73;54.39;-7.13;-79.21;-0.14;-0.71;-0.68;
1.46;-0.49;-0.12;-0.37;-0.57;-0.72;82.74;-88.96;41.22;0.11;-0.47;-1.18;
