0.18;-0.18;-0.12;-0.56;0.77;0.33;0.73;-0.18;0.18;-0.56;0.76;0.33;-0.06;-0.06;0.12;-0.55;0.77;0.33;0.85;-0.12;-0.18;-0.55;0.77;0.33;0.37;0.30;0.06;-0.55;0.77;0.33;0.61;0.12;-0.73;-0.56;0.77;0.33
0.49;0.30;-0.43;-0.56;0.77;0.33;0.67;0.37;-0.55;-0.55;0.77;0.34;0.37;0.49;0.12;-0.56;0.77;0.33;0.18;-0.06;-0.49;-0.56;0.77;0.33;0.06;-0.37;-0.12;-0.56;0.76;0.32;0.18;0.06;0.24;-0.56;0.77;0.33
-0.12;-0.06;-0.12;-0.56;0.77;0.33;0.49;-0.61;-0.37;-0.56;0.78;0.33;0.06;0.18;-0.06;-0.56;0.77;0.34;-0.18;-0.06;-0.61;-0.56;0.77;0.33;-0.18;-0.24;0.18;-0.56;0.77;0.33;0.37;-0.67;-0.18;-0.55;0.77;0.33
0.43;0.85;-0.30;-0.56;0.76;0.32;0.24;-0.24;-0.12;-0.56;0.77;0.32;0.00;0.06;0.24;-0.56;0.77;0.33;0.37;-0.37;-0.06;-0.56;0.77;0.33;0.37;0.06;-0.30;-0.56;0.77;0.33;0.49;0.06;-0.30;-0.56;0.76;0.32
0.24;0.06;-0.12;-0.56;0.77;0.33;0.06;-0.37;-0.37;-0.56;0.77;0.34;0.73;-0.06;-0.06;-0.56;0.77;0.34;0.00;0.24;-0.12;-0.55;0.77;0.32;0.18;0.18;-0.43;-0.56;0.77;0.32;0.18;-0.37;-0.30;-0.56;0.77;0.33
0.18;0.30;-0.30;-0.56;0.77;0.33;0.30;0.18;-0.12;-0.55;0.77;0.33;0.30;0.12;-0.24;-0.56;0.77;0.33;0.24;0.06;-0.37;-0.55;0.77;0.32;0.73;0.12;-0.12;-0.56;0.77;0.34;0.49;-0.12;-0.18;-0.56;0.76;0.33
0.30;0.06;-0.12;-0.56;0.76;0.33;-0.18;0.06;-0.61;-0.56;0.77;0.32;-0.18;-0.12;-0.61;-0.56;0.77;0.33;1.04;-0.24;-0.30;-0.56;0.77;0.33;0.00;-0.12;-0.18;-0.57;0.77;0.33;0.18;0.12;0.06;-0.56;0.77;0.34
0.43;-0.18;-0.18;-0.56;0.77;0.32;-0.12;-0.55;0.00;-0.56;0.76;0.33;-0.30;-0.12;-0.24;-0.55;0.77;0.32;0.37;-0.18;-0.79;-0.56;0.77;0.33;0.43;-0.06;-0.24;-0.56;0.77;0.34;0.37;-0.30;0.12;-0.56;0.77;0.33
0.73;0.18;-0.30;-0.56;0.77;0.33;0.30;-0.06;-0.30;-0.56;0.77;0.33;0.79;0.18;0.00;-0.55;0.77;0.32;0.00;0.12;-0.12;-0.56;0.77;0.33;0.06;0.06;-0.61;-0.56;0.76;0.33;0.37;0.12;-0.06;-0.56;0.77;0.33
0.06;0.30;0.18;-0.56;0.77;0.33;0.24;0.06;-0.18;-0.56;0.77;0.33;0.00;-0.37;-0.18;-0.56;0.76;0.32;0.06;-0.24;-0.30;-0.56;0.77;0.33;0.55;-0.24;-1.10;-0.56;0.77;0.33;0.49;-0.06;-0.24;-0.57;0.77;0.33
-0.30;-0.61;-0.55;-0.55;0.76;0.34;-0.12;0.18;-0.24;-0.56;0.77;0.33;0.61;0.24;-0.18;-0.56;0.76;0.33;0.24;-0.06;-0.06;-0.55;0.77;0.33;0.00;-0.61;-0.18;-0.55;0.77;0.33;0.00;-0.06;-0.49;-0.55;0.77;0.32
0.49;-0.06;-0.30;-0.56;0.77;0.33;-0.06;0.43;0.00;-0.57;0.77;0.34;0.30;-0.24;-0.55;-0.56;0.77;0.32;0.91;-0.06;-0.79;-0.56;0.77;0.33;0.12;-0.12;0.30;-0.56;0.77;0.33;0.43;-0.06;-0.18;-0.56;0.76;0.33
0.43;-0.06;0.30;-0.56;0.77;0.33;0.55;0.00;0.00;-0.56;0.77;0.33;0.49;0.00;-0.43;-0.56;0.76;0.33;-0.18;0.49;-0.30;-0.56;0.77;0.33;-0.37;-0.30;0.37;-0.56;0.78;0.33;-0.37;-0.06;-0.12;-0.56;0.77;0.33
0.37;0.37;-0.43;-0.56;0.78;0.34;0.12;-0.06;-0.49;-0.56;0.78;0.33;-0.18;-0.24;-0.61;-0.56;0.78;0.33;0.24;-0.24;-0.06;-0.56;0.77;0.32;0.24;-0.12;-0.37;-0.56;0.77;0.33;0.24;0.37;-0.18;-0.55;0.78;0.34
1.28;-0.06;0.18;-0.56;0.76;0.34;0.24;0.00;0.43;-0.56;0.77;0.33;1.10;0.37;0.49;-0.56;0.77;0.33;-4.57;-0.73;-1.10;-0.59;0.76;0.26;-0.37;0.30;-0.61;-0.57;0.77;0.33;1.77;1.16;0.00;-0.55;0.77;0.33
