0.30;-0.06;-0.30;-0.64;-0.47;0.60;0.67;0.06;-0.30;-0.64;-0.47;0.60;0.12;0.12;-0.67;-0.64;-0.47;0.60;0.12;0.12;-0.61;-0.64;-0.47;0.60;0.24;0.18;0.06;-0.64;-0.47;0.60;0.24;-0.30;-0.37;-0.64;-0.46;0.60
0.43;0.00;-0.18;-0.63;-0.47;0.61;0.49;0.12;0.24;-0.63;-0.47;0.62;0.37;0.06;-0.49;-0.63;-0.47;0.60;0.37;0.06;-0.37;-0.63;-0.48;0.61;0.49;-0.85;-0.43;-0.64;-0.47;0.61;0.18;0.06;0.00;-0.64;-0.47;0.61
0.00;-1.04;-0.37;-0.64;-0.47;0.61;0.18;-0.06;-0.43;-0.64;-0.47;0.60;0.30;-0.06;-0.73;-0.63;-0.47;0.60;-0.12;0.43;-0.73;-0.64;-0.48;0.61;0.18;-0.12;-0.30;-0.64;-0.47;0.61;0.55;-0.37;-0.18;-0.64;-0.47;0.62
-0.30;0.24;-0.37;-0.64;-0.47;0.61;0.30;-0.24;-0.37;-0.64;-0.48;0.60;0.73;0.00;-0.43;-0.64;-0.48;0.61;0.67;-0.43;-0.37;-0.64;-0.47;0.61;0.00;-0.18;-0.12;-0.64;-0.47;0.61;-0.06;-0.30;-0.49;-0.63;-0.47;0.61
0.37;0.06;-0.24;-0.63;-0.47;0.61;0.61;-0.24;0.55;-0.63;-0.47;0.61;0.24;0.00;-0.30;-0.63;-0.47;0.61;0.18;0.06;-0.61;-0.63;-0.47;0.61;-0.12;0.18;-0.43;-0.64;-0.47;0.61;-0.06;0.37;0.00;-0.64;-0.47;0.60
0.06;-0.91;-0.18;-0.64;-0.47;0.61;-0.12;-0.12;-0.43;-0.63;-0.47;0.61;0.30;-0.06;-0.24;-0.63;-0.47;0.60;-0.30;0.18;-0.43;-0.64;-0.48;0.61;0.00;0.00;-0.37;-0.62;-0.47;0.60;-0.12;-0.24;-0.24;-0.64;-0.47;0.60
0.55;0.00;-0.61;-0.63;-0.47;0.60;0.43;0.18;-0.37;-0.63;-0.47;0.60;0.61;0.18;-0.24;-0.64;-0.48;0.60;0.73;0.00;-0.18;-0.64;-0.47;0.61;0.37;0.00;-0.55;-0.64;-0.47;0.60;0.73;-0.06;-0.06;-0.63;-0.47;0.61
-0.43;0.06;-0.18;-0.63;-0.47;0.60;0.37;0.18;-0.43;-0.64;-0.47;0.61;0.67;-0.30;-0.18;-0.63;-0.47;0.61;0.24;-0.37;0.12;-0.64;-0.47;0.60;0.06;0.18;-0.30;-0.64;-0.47;0.62;0.30;0.06;-0.30;-0.64;-0.48;0.61
-0.37;0.12;-0.55;-0.64;-0.47;0.60;0.55;-0.37;-0.55;-0.63;-0.47;0.61;-0.12;0.24;-0.67;-0.63;-0.47;0.60;-0.06;-0.18;-0.12;-0.64;-0.47;0.61;0.55;-0.24;-0.67;-0.64;-0.48;0.61;0.18;0.00;-0.30;-0.64;-0.47;0.61
0.43;0.00;-0.61;-0.63;-0.47;0.61;0.49;-0.12;-0.30;-0.64;-0.47;0.60;-0.37;-0.06;-1.22;-0.64;-0.48;0.60;0.24;-0.18;-0.24;-0.63;-0.48;0.61;0.55;-0.18;-0.37;-0.64;-0.48;0.60;0.73;-0.30;0.12;-0.64;-0.48;0.61
0.24;-0.12;-0.24;-0.63;-0.47;0.61;-0.06;-0.43;-0.61;-0.63;-0.48;0.60;0.12;-0.30;-0.49;-0.63;-0.47;0.60;0.12;0.00;-0.49;-0.63;-0.47;0.60;0.06;-0.24;-0.12;-0.64;-0.48;0.60;0.43;0.12;-0.18;-0.64;-0.47;0.61
0.49;-0.18;-0.37;-0.63;-0.48;0.60;0.00;-0.12;-0.30;-0.63;-0.48;0.60;0.30;-0.43;-0.18;-0.63;-0.47;0.61;0.18;-0.12;-0.37;-0.64;-0.47;0.61;0.43;-0.18;-0.24;-0.64;-0.47;0.61;0.06;0.18;-0.06;-0.64;-0.48;0.61
0.61;0.00;0.30;-0.63;-0.46;0.61;0.43;0.00;0.18;-0.63;-0.47;0.61;0.24;0.06;-1.22;-0.63;-0.48;0.60;-0.12;0.00;-0.49;-0.64;-0.48;0.62;-0.12;0.00;-0.30;-0.63;-0.47;0.60;-0.49;0.37;-0.43;-0.64;-0.47;0.61
0.18;0.00;-0.37;-0.64;-0.48;0.61;0.37;-0.43;0.30;-0.63;-0.47;0.61;0.37;0.00;-0.06;-0.64;-0.48;0.61;0.55;-0.18;-0.24;-0.63;-0.48;0.60;0.18;0.61;-0.06;-0.63;-0.48;0.61;0.61;0.12;-0.67;-0.63;-0.47;0.60
0.43;0.24;-0.61;-0.64;-0.47;0.61;0.24;0.18;-0.24;-0.63;-0.47;0.61;0.24;-0.12;-0.24;-0.63;-0.47;0.61;0.79;0.00;-0.06;-0.64;-0.47;0.61;0.73;-0.06;-0.37;-0.63;-0.47;0.61;0.55;0.06;-0.43;-0.63;-0.48;0.61
0.55;-0.12;0.30;-0.64;-0.47;0.60;0.37;0.12;-0.43;-0.63;-0.48;0.61;0.61;0.37;-0.55;-0.64;-0.47;0.61;0.43;-0.37;-0.30;-0.63;-0.47;0.60;0.18;0.06;-0.06;-0.64;-0.47;0.60;0.12;0.24;-0.24;-0.63;-0.47;0.61
0.12;-0.12;-0.24;-0.64;-0.47;0.61;0.37;0.00;-0.55;-0.64;-0.47;0.61;0.30;-0.06;0.18;-0.65;-0.47;0.61;0.49;-0.30;0.18;-0.64;-0.48;0.61;0.30;0.79;-0.06;-0.64;-0.47;0.61;-0.06;0.00;-0.30;-0.63;-0.47;0.61
0.37;0.61;-0.30;-0.63;-0.47;0.61;0.98;-0.06;-0.12;-0.63;-0.47;0.61;0.24;0.06;-0.12;-0.63;-0.47;0.60;0.37;-0.12;-0.73;-0.64;-0.48;0.61;0.24;0.55;-0.30;-0.64;-0.48;0.61;0.49;-0.55;-0.61;-0.64;-0.48;0.61
