0.79;-0.85;-0.61;0.12;0.43;-0.90;0.30;-0.37;-0.55;0.12;0.43;-0.90;
0.00;-0.43;0.00;0.13;0.43;-0.91;0.67;-0.55;-0.12;0.13;0.42;-0.90;
0.49;-0.85;0.24;0.12;0.43;-0.91;1.59;0.12;-0.18;0.12;0.42;-0.90;
-0.55;0.00;-2.38;0.12;0.44;-0.90;-1.28;-0.06;-1.89;0.12;0.44;-0.90;
1.52;-0.61;-3.72;0.12;0.43;-0.92;-0.67;-0.37;-6.40;0.12;0.43;-0.89;
3.84;-6.46;-0.79;0.10;0.43;-0.90;2.68;-6.65;-3.17;0.07;0.41;-0.88;
3.23;-1.52;-2.56;0.08;0.45;-0.90;5.00;-2.74;-1.89;0.06;0.45;-0.90;
-2.56;-0.85;-5.12;0.06;0.47;-0.90;-4.82;-0.79;-5.30;0.08;0.46;-0.91;
7.87;3.96;-2.07;0.04;0.48;-0.89;1.28;4.15;-0.98;0.08;0.48;-0.89;
1.22;0.06;1.10;0.05;0.46;-0.89;-4.51;0.49;0.30;0.07;0.45;-0.91;
-0.43;-1.65;-1.34;0.07;0.44;-0.90;-2.56;-0.98;-1.16;0.07;0.45;-0.90;
-0.98;0.67;-1.65;0.07;0.46;-0.91;1.40;0.00;-0.06;0.06;0.45;-0.88;
1.22;-0.43;-0.91;0.06;0.45;-0.91;3.35;-2.87;-0.91;0.05;0.45;-0.91;
0.12;-0.67;0.24;0.06;0.46;-0.90;1.52;0.37;-0.61;0.08;0.45;-0.89;
-0.30;-0.73;0.67;0.06;0.45;-0.91;-0.91;-0.43;0.55;0.06;0.46;-0.91;
1.22;-0.43;0.12;0.06;0.45;-0.91;-0.55;0.49;0.37;0.07;0.45;-0.91;
1.16;-0.30;0.12;0.06;0.45;-0.90;0.18;1.46;-0.12;0.06;0.45;-0.90;
-0.43;-0.18;0.24;0.07;0.45;-0.90;0.30;-0.12;-0.55;0.06;0.44;-0.89;
0.00;-0.85;-0.18;0.07;0.45;-0.89;-1.59;0.12;0.12;0.06;0.45;-0.90;
0.49;-1.16;0.00;0.07;0.45;-0.90;0.85;-0.24;0.37;0.06;0.45;-0.90;
3.05;-1.77;-0.49;0.06;0.45;-0.92;1.59;-1.28;-0.30;0.06;0.46;-0.91;
1.22;-0.37;0.18;0.07;0.46;-0.90;1.28;-0.55;0.55;0.06;0.45;-0.90;
5.49;-0.24;-1.71;0.06;0.46;-0.90;1.89;-0.67;-0.67;0.06;0.45;-0.90;
0.06;-0.24;-2.01;0.06;0.44;-0.90;1.83;-0.12;0.67;0.06;0.44;-0.92;
1.77;0.00;0.00;0.04;0.45;-0.89;-0.98;0.24;0.67;0.05;0.45;-0.92;
