0.00;-0.12;-0.18;-0.33;-0.03;-0.94;0.61;0.12;0.24;0.13;-0.11;-0.99;-0.30;-0.61;-1.46;-0.08;-0.88;-0.42;0.61;-0.67;-0.24;-0.25;-0.10;-0.97;
0.06;0.18;-0.06;-0.33;-0.03;-0.93;0.61;0.37;0.06;0.13;-0.11;-0.98;-0.06;-0.49;-1.28;-0.09;-0.88;-0.42;0.30;-0.55;0.24;-0.25;-0.10;-0.97;
-0.49;-0.24;0.18;-0.33;-0.02;-0.94;0.43;0.24;0.00;0.13;-0.12;-0.98;-0.24;-0.67;-0.91;-0.09;-0.88;-0.42;0.61;-0.61;0.06;-0.26;-0.11;-0.96;
-0.24;-0.06;-0.30;-0.32;-0.03;-0.94;0.55;0.00;0.12;0.13;-0.12;-0.99;-0.12;-0.37;-1.28;-0.09;-0.88;-0.42;0.55;-0.49;0.18;-0.25;-0.11;-0.97;
-0.55;0.06;-0.30;-0.33;-0.02;-0.95;0.06;0.49;0.00;0.13;-0.11;-0.98;-0.24;-0.43;-0.73;-0.08;-0.88;-0.41;0.24;-0.30;0.67;-0.25;-0.10;-0.98;
-0.67;0.00;0.18;-0.33;-0.02;-0.94;0.30;-0.61;0.06;0.13;-0.11;-0.98;-0.37;-0.06;-1.77;-0.09;-0.88;-0.42;0.24;-0.06;-0.06;-0.25;-0.10;-0.96;
-0.30;-0.30;-0.49;-0.33;-0.03;-0.94;0.91;-0.12;0.43;0.13;-0.12;-0.98;0.00;-0.30;-1.22;-0.08;-0.88;-0.42;0.30;-0.61;0.06;-0.25;-0.11;-0.97;
-0.98;0.12;0.00;-0.33;-0.03;-0.94;1.10;0.49;0.37;0.13;-0.11;-0.99;-1.71;-0.73;-0.85;-0.09;-0.89;-0.42;-51.77;90.55;-439.88;-0.64;-2.00;-1.60;
-0.49;-0.49;-0.30;-0.33;-0.03;-0.94;0.85;0.24;0.43;0.12;-0.12;-0.98;-0.06;-0.30;-0.73;-0.09;-0.88;-0.41;42.56;-187.93;262.50;-0.08;0.82;-0.98;
-0.06;-0.12;0.06;-0.32;-0.03;-0.94;0.24;-0.06;-0.24;0.13;-0.12;-0.99;-0.24;-0.55;-0.85;-0.09;-0.88;-0.42;70.00;-37.62;89.39;-0.71;-1.14;-1.02;
-0.18;-0.06;0.37;-0.33;-0.03;-0.94;0.12;0.18;0.49;0.13;-0.12;-0.98;-0.24;-0.61;-0.91;-0.10;-0.88;-0.42;38.17;46.22;192.44;-0.44;-0.18;-0.78;
-0.30;-0.06;-0.18;-0.33;-0.03;-0.94;0.12;0.18;0.18;0.13;-0.11;-0.98;0.18;-0.61;-0.98;-0.09;-0.88;-0.41;33.48;-25.85;81.04;-0.44;1.43;-0.32;
-0.43;-0.30;-0.30;-0.33;-0.04;-0.94;0.24;0.49;0.06;0.12;-0.12;-0.98;0.43;-0.55;-0.61;-0.09;-0.88;-0.42;-119.45;146.04;-612.20;0.05;0.14;-0.98;
-0.43;-0.37;-0.12;-0.33;-0.03;-0.95;0.43;0.00;0.18;0.13;-0.12;-0.99;0.00;-0.49;-1.65;-0.09;-0.88;-0.42;-28.60;-39.63;-84.70;-0.05;-1.05;-1.03;
-0.55;-0.06;0.24;-0.33;-0.03;-0.94;0.37;-0.12;-0.18;0.12;-0.12;-0.99;-0.49;-0.61;-0.85;-0.09;-0.88;-0.42;126.16;215.30;382.26;-0.15;0.52;-0.64;
-0.12;-0.43;0.00;-0.32;-0.02;-0.94;0.12;0.12;0.18;0.13;-0.11;-0.99;0.37;-0.55;-1.16;-0.09;-0.88;-0.41;91.71;111.10;254.09;-0.05;-1.20;-0.77;
-0.30;-0.73;0.18;-0.33;-0.03;-0.93;0.30;0.30;0.18;0.13;-0.11;-0.99;0.12;-0.30;-1.04;-0.09;-0.87;-0.42;23.90;-71.83;-52.01;0.02;-1.53;-0.62;
-0.61;0.00;0.37;-0.33;-0.03;-0.94;0.85;0.30;-0.06;0.13;-0.12;-0.99;-0.18;-0.55;-0.79;-0.09;-0.88;-0.42;-177.50;-254.63;-771.28;0.71;-2.00;-1.82;
-0.30;-0.30;-0.18;-0.33;-0.02;-0.94;0.79;0.55;0.37;0.12;-0.12;-0.99;-0.24;-0.24;-1.10;-0.09;-0.88;-0.42;124.70;200.98;101.52;-0.29;-0.38;-0.94;
0.06;0.30;0.00;-0.33;-0.03;-0.94;0.18;0.24;0.24;0.12;-0.12;-0.98;0.12;-0.24;-1.59;-0.08;-0.88;-0.42;-10.18;-8.54;-48.23;-0.40;0.07;-0.89;
-0.49;0.06;0.12;-0.32;-0.03;-0.93;1.22;0.55;0.00;0.13;-0.11;-0.99;24.94;-36.52;36.59;0.97;-0.72;-0.80;-3.11;0.91;0.67;-0.25;-0.12;-0.97;
-0.18;-0.85;0.12;-0.33;-0.03;-0.93;0.18;-0.37;0.24;0.13;-0.11;-0.99;-238.84;-143.78;-324.21;-0.12;-0.52;-0.56;-8.23;0.00;-10.55;-0.29;-0.15;-0.92;
0.12;-0.37;0.49;-0.33;-0.03;-0.93;1.04;0.24;0.12;0.14;-0.11;-0.99;102.80;50.43;84.94;-0.81;-0.98;-0.70;0.12;-0.85;-0.43;-0.25;-0.11;-0.96;
-0.30;0.00;0.00;-0.32;-0.03;-0.93;0.30;-0.12;0.37;0.14;-0.11;-0.99;-68.72;-16.89;-131.77;-0.60;-0.87;-0.45;0.24;-0.55;-0.18;-0.26;-0.10;-0.97;
0.12;-0.55;0.49;-0.32;-0.03;-0.93;0.73;0.43;0.24;0.13;-0.11;-0.98;34.70;82.62;87.74;-0.50;1.45;-0.65;0.43;-0.49;-0.43;-0.25;-0.11;-0.97;
-0.43;-0.37;-0.24;-0.33;-0.02;-0.94;0.49;0.73;0.18;0.13;-0.11;-0.98;6.89;58.35;-21.59;-0.35;-1.11;-0.76;-7.13;-1.59;-22.74;-0.22;-0.12;-0.98;
-0.61;-0.37;-0.12;-0.33;-0.03;-0.94;0.55;0.43;0.85;0.13;-0.11;-0.98;138.41;-78.60;-26.46;0.06;-0.21;-1.21;0.12;-0.73;-0.18;-0.26;-0.11;-0.97;
-0.37;-0.43;0.00;-0.32;-0.03;-0.95;0.61;0.18;0.55;0.13;-0.11;-0.99;5.43;-1.83;5.55;-0.04;-0.85;-0.47;0.98;-0.67;-0.73;-0.26;-0.11;-0.97;
100.06;157.20;-1.16;-0.07;0.12;0.09;66.83;-91.83;58.54;0.33;-0.31;-1.20;-10.85;2.20;-0.91;-0.04;-0.90;-0.46;0.43;-0.49;-0.30;-0.25;-0.11;-0.96;
-0.37;2.38;0.12;-0.32;-0.03;-0.95;81.83;74.82;-114.39;-1.76;-0.61;-1.55;-3.72;0.67;-0.85;-0.03;-0.90;-0.39;0.55;-0.12;0.12;-0.25;-0.11;-0.97;
0.85;-0.79;2.74;-0.35;-0.02;-0.93;-72.68;-75.12;-186.40;-0.27;1.70;-0.68;53.41;3.35;-19.09;-0.06;-0.90;-0.43;0.43;-0.30;0.18;-0.25;-0.11;-0.98;
-0.67;-0.18;0.30;-0.33;-0.02;-0.94;-27.74;-73.29;251.04;0.35;-1.71;-0.43;0.73;-0.61;-1.16;-0.04;-0.91;-0.37;0.43;-2.38;3.48;-0.26;-0.17;-0.97;
-0.37;1.22;0.55;-0.33;-0.03;-0.93;231.40;-40.91;-680.06;0.79;-1.54;-0.50;0.98;-0.12;-1.28;-0.04;-0.90;-0.38;0.85;-0.37;0.00;-0.25;-0.11;-0.96;
-0.18;0.12;0.00;-0.34;-0.03;-0.94;216.46;20.98;-499.57;0.37;1.93;-1.00;-30.30;1.52;8.48;-0.03;-0.91;-0.36;0.30;-0.18;0.12;-0.26;-0.10;-0.97;
-0.37;0.06;0.00;-0.33;-0.03;-0.94;-100.30;49.09;219.63;-0.16;-0.38;-0.50;-1.34;-0.06;-1.16;-0.04;-0.91;-0.37;0.12;-0.30;0.00;-0.25;-0.10;-0.97;
-0.30;0.18;0.12;-0.34;-0.02;-0.94;-149.27;54.82;304.82;0.25;-0.58;-0.86;0.37;-0.30;-1.52;-0.03;-0.91;-0.37;0.61;-0.49;0.43;-0.25;-0.11;-0.98;
-0.30;0.12;-0.18;-0.33;-0.03;-0.93;-17.74;6.95;33.96;-0.21;-0.69;-0.35;-3.48;0.30;-1.89;-0.06;-0.89;-0.41;0.30;-0.61;0.06;-0.25;-0.11;-0.97;
-0.67;-0.24;0.12;-0.33;-0.03;-0.94;-37.13;196.71;111.95;0.58;-0.15;-1.17;2.20;-0.98;-1.52;-0.04;-0.91;-0.34;-6.89;-3.41;-25.24;-0.25;-0.12;-0.96;
-0.61;-0.24;0.43;-0.33;-0.03;-0.93;0.73;-14.02;-25.85;0.28;-0.07;-1.21;30.61;128.72;52.87;-0.23;-0.87;-0.24;-4.70;-2.68;-4.15;-0.24;-0.12;-0.98;
-0.06;-0.43;-0.06;-0.34;-0.03;-0.94;3.17;-0.18;1.10;0.13;-0.05;-0.98;1.22;-0.49;-1.77;-0.06;-0.92;-0.33;-0.61;0.00;0.06;-0.25;-0.11;-0.96;
-6.83;1.59;92.99;-0.30;-0.15;-1.01;0.43;-0.37;0.00;0.13;-0.06;-0.99;0.85;-0.73;-1.28;-0.06;-0.92;-0.33;0.30;-0.24;0.30;-0.26;-0.11;-0.97;
-90.30;-93.11;56.40;-0.42;-0.01;-0.67;0.98;0.24;0.73;0.12;-0.06;-0.99;0.37;-0.67;-1.22;-0.06;-0.92;-0.32;0.24;-0.24;-0.30;-0.25;-0.11;-0.97;
-48.78;-61.59;-187.20;-0.71;-0.34;-1.01;0.67;-0.24;0.30;0.12;-0.05;-0.99;0.79;-1.22;-1.10;-0.06;-0.93;-0.32;0.49;-0.67;-0.18;-0.26;-0.11;-0.96;
138.60;52.01;335.61;-0.44;-0.74;-0.71;0.12;0.67;-0.06;0.13;-0.06;-0.99;-0.79;-0.12;-0.61;-0.06;-0.93;-0.32;0.98;-0.49;-0.37;-0.25;-0.11;-0.97;
13.60;35.98;-20.18;-0.41;-0.50;-0.62;0.49;0.18;0.18;0.12;-0.06;-0.99;-0.61;-0.24;-0.67;-0.05;-0.94;-0.32;0.43;-0.49;-0.30;-0.25;-0.11;-0.96;
-4.09;-19.45;-18.23;-0.30;-0.02;-0.94;0.24;0.49;0.18;0.12;-0.06;-0.99;0.85;-0.24;-1.04;-0.06;-0.93;-0.32;0.55;-0.79;0.12;-0.25;-0.11;-0.96;
0.12;0.06;0.43;-0.30;-0.03;-0.95;0.24;-0.06;0.24;0.12;-0.06;-0.99;0.79;-0.49;-1.04;-0.06;-0.93;-0.31;-0.18;-0.43;0.18;-0.26;-0.11;-0.97;
-0.18;-0.55;-0.12;-0.29;-0.03;-0.95;-0.06;0.24;0.55;0.13;-0.06;-0.99;0.37;-0.79;-1.22;-0.05;-0.93;-0.33;0.49;-0.30;0.73;-0.25;-0.11;-0.96;
-0.37;0.37;-0.43;-0.30;-0.03;-0.94;0.37;0.30;0.12;0.12;-0.07;-0.99;0.06;-1.16;-1.65;-0.05;-0.92;-0.31;0.06;-0.43;-0.18;-0.24;-0.11;-0.97;
-0.24;-0.12;0.37;-0.29;-0.02;-0.95;0.73;0.37;0.24;0.12;-0.06;-0.98;-0.30;-0.37;-0.79;-0.06;-0.93;-0.32;0.55;-0.37;-0.12;-0.25;-0.11;-0.96;
-0.37;0.43;0.06;-0.30;-0.03;-0.95;0.37;0.12;0.06;0.12;-0.06;-0.99;-0.24;-0.37;-0.91;-0.06;-0.92;-0.32;0.24;-0.24;0.06;-0.25;-0.11;-0.98;
-0.24;0.12;0.00;-0.30;-0.02;-0.94;0.49;0.18;0.55;0.12;-0.06;-0.99;-0.98;-0.61;-1.04;-0.05;-0.93;-0.31;0.37;-0.24;0.24;-0.25;-0.11;-0.97;
-0.43;-0.43;0.06;-0.30;-0.03;-0.95;1.28;0.67;0.43;0.12;-0.06;-1.00;0.12;-0.43;-0.85;-0.06;-0.93;-0.31;0.24;-0.61;0.00;-0.25;-0.10;-0.97;
-0.18;-0.37;-0.06;-0.30;-0.03;-0.94;0.61;0.12;0.12;0.13;-0.06;-0.99;0.67;-0.61;-0.98;-0.05;-0.93;-0.31;-0.30;-0.67;-0.37;-0.25;-0.11;-0.96;
-0.55;0.12;0.24;-0.30;-0.03;-0.96;0.55;0.43;0.37;0.13;-0.06;-0.99;0.24;-0.43;-1.10;-0.05;-0.92;-0.31;0.37;-0.37;0.18;-0.26;-0.11;-0.96;
