-1.04;0.73;-0.79;0.63;0.69;0.44;
0.00;0.30;0.49;0.62;0.69;0.46;
-0.30;0.49;0.24;0.63;0.70;0.46;
-0.24;0.24;0.43;0.63;0.69;0.46;
-0.37;0.43;0.49;0.61;0.70;0.46;
-0.18;0.49;0.49;0.63;0.69;0.45;
-0.49;0.55;0.30;0.63;0.69;0.46;
0.12;1.10;0.98;0.63;0.69;0.46;
-0.49;-0.06;0.18;0.63;0.69;0.46;
-0.12;0.43;0.12;0.63;0.69;0.46;
-0.30;0.43;0.61;0.62;0.70;0.46;
-0.43;0.61;0.00;0.62;0.70;0.45;
0.55;0.49;1.10;0.63;0.69;0.46;
-0.91;0.24;0.49;0.63;0.69;0.47;
1.59;0.24;1.40;0.64;0.69;0.45;
0.24;0.49;0.85;0.62;0.70;0.46;
-0.49;0.55;0.73;0.63;0.69;0.46;
-0.24;0.30;0.37;0.63;0.69;0.46;
1.52;0.30;1.46;0.62;0.70;0.45;
4.39;2.07;2.01;0.64;0.70;0.46;
-0.67;0.67;0.12;0.63;0.69;0.47;
-0.91;0.67;0.12;0.63;0.69;0.46;
-0.24;0.30;0.30;0.62;0.70;0.46;
-0.18;0.79;0.91;0.62;0.70;0.46;
0.12;0.24;-0.06;0.63;0.69;0.46;
-0.79;0.61;0.30;0.62;0.69;0.46;
-1.77;-0.24;-0.18;0.62;0.70;0.48;
-0.73;0.37;0.79;0.62;0.70;0.47;
-0.43;0.55;0.12;0.62;0.70;0.46;
-0.12;0.12;0.18;0.62;0.70;0.47;
0.24;0.00;0.43;0.62;0.70;0.46;
-0.85;0.49;-0.12;0.63;0.69;0.46;
-0.30;0.43;0.37;0.62;0.70;0.47;
-0.06;0.06;0.30;0.63;0.69;0.45;
-0.37;0.37;0.37;0.62;0.69;0.47;
0.06;0.30;0.85;0.62;0.70;0.46;
-0.24;0.49;0.24;0.63;0.69;0.46;
-0.06;0.73;0.18;0.62;0.70;0.46;
