0.55;0.79;-0.24;-0.56;0.77;0.33;
0.24;0.43;-0.24;-0.56;0.77;0.34;
0.37;-0.06;0.00;-0.56;0.77;0.33;
0.61;0.30;-0.67;-0.56;0.78;0.33;
0.24;-0.37;-0.06;-0.56;0.77;0.33;
0.43;-0.06;-0.49;-0.56;0.77;0.33;
0.73;0.30;-0.24;-0.56;0.77;0.33;
0.43;-0.18;-0.55;-0.56;0.76;0.32;
0.30;0.30;-0.43;-0.56;0.77;0.33;
0.18;0.06;-0.18;-0.56;0.78;0.32;
-0.24;-0.61;0.30;-0.56;0.77;0.32;
0.49;-0.18;-0.73;-0.55;0.77;0.34;
0.43;-0.18;0.06;-0.56;0.77;0.33;
0.79;-0.18;-0.18;-0.56;0.76;0.33;
-0.18;-0.79;-0.24;-0.56;0.77;0.33;
0.06;0.49;-0.49;-0.56;0.77;0.33;
0.00;0.06;-0.37;-0.56;0.77;0.33;
0.18;0.24;-0.43;-0.56;0.77;0.33;
0.37;-0.49;0.06;-0.55;0.76;0.32;
0.91;0.30;0.12;-0.55;0.77;0.32;
0.37;-0.18;-0.24;-0.57;0.77;0.33;
0.24;-0.43;0.12;-0.55;0.77;0.34;
0.30;0.18;-0.24;-0.56;0.77;0.33;
0.18;-0.30;-0.24;-0.55;0.77;0.33;
-0.06;0.06;-0.67;-0.56;0.77;0.34;
0.12;0.00;-0.06;-0.56;0.76;0.33;
0.00;-0.67;-0.18;-0.56;0.77;0.33;
0.55;0.30;-0.49;-0.56;0.76;0.33;
0.12;-0.43;-0.24;-0.55;0.76;0.33;
0.55;0.37;-0.61;-0.55;0.77;0.33;
