-0.06;-0.43;0.43;0.02;-0.27;-0.97;0.91;0.55;0.18;0.14;-0.17;-0.98;0.12;-0.37;-0.85;0.03;-0.63;0.79;0.30;-0.61;-0.30;0.16;0.17;0.98;0.18;-0.61;0.55;0.06;-0.13;1.04;0.30;1.04;1.59;0.04;0.59;0.80;0.43;0.12;0.37;-0.17;0.04;-0.98;
2.74;0.61;-0.24;0.02;-0.29;-0.97;0.43;0.30;0.18;0.14;-0.17;-0.97;-0.18;0.00;-1.22;0.03;-0.63;0.79;-0.85;-0.24;-0.43;0.16;0.18;0.97;0.49;-0.61;0.06;0.06;-0.13;1.03;-0.37;0.73;1.77;0.03;0.59;0.79;-0.55;0.24;0.79;-0.18;0.04;-0.98;
-0.79;-0.73;-0.24;0.01;-0.26;-0.96;0.00;0.00;0.30;0.14;-0.17;-0.98;0.98;-0.37;-0.91;0.05;-0.64;0.80;1.77;-0.61;-0.12;0.15;0.17;0.97;0.61;0.00;-0.06;0.05;-0.14;1.03;0.18;0.55;1.28;0.04;0.60;0.79;0.18;-0.12;0.61;-0.17;0.04;-0.98;
-0.61;-0.06;0.55;0.02;-0.27;-0.96;-0.06;0.00;0.06;0.14;-0.17;-0.98;-0.06;-0.43;-0.85;0.03;-0.64;0.78;-1.22;-0.73;0.37;0.16;0.18;0.97;0.24;-0.37;0.24;0.05;-0.13;1.03;-0.67;0.30;1.52;0.03;0.60;0.79;0.37;0.49;0.37;-0.17;0.04;-0.98;
-0.61;-0.61;-0.12;0.02;-0.27;-0.97;0.18;0.18;0.73;0.14;-0.17;-0.99;-0.67;0.06;-0.73;0.03;-0.64;0.78;-2.50;-0.79;0.55;0.15;0.19;0.96;0.18;-0.30;0.18;0.05;-0.13;1.03;-0.18;0.67;1.65;0.03;0.59;0.80;-0.06;0.12;-0.06;-0.18;0.04;-0.99;
0.43;-0.18;0.30;0.01;-0.27;-0.96;0.37;0.18;0.24;0.13;-0.18;-0.98;0.06;-0.06;-1.16;0.04;-0.64;0.79;0.30;-0.24;-0.24;0.16;0.18;0.98;0.18;-0.43;0.55;0.06;-0.13;1.03;-0.30;0.98;1.71;0.03;0.60;0.79;0.24;-0.06;-0.06;-0.18;0.05;-0.98;
0.06;-0.12;-0.30;0.02;-0.27;-0.96;0.85;0.43;-0.06;0.14;-0.17;-0.98;0.67;-0.24;-1.16;0.04;-0.64;0.79;0.00;-0.24;0.00;0.15;0.18;0.96;0.73;-0.49;0.30;0.04;-0.13;1.04;-0.18;0.85;1.46;0.04;0.60;0.80;0.12;0.00;-0.18;-0.17;0.04;-0.98;
-0.49;-0.24;0.24;0.02;-0.27;-0.96;0.37;0.30;0.12;0.13;-0.17;-0.98;0.30;-0.61;-1.10;0.04;-0.64;0.80;0.67;-0.49;-0.24;0.15;0.18;0.97;0.18;-0.43;0.43;0.05;-0.13;1.03;-0.18;0.37;1.34;0.04;0.59;0.79;0.00;0.18;0.49;-0.17;0.04;-0.98;
0.06;-0.12;0.37;0.01;-0.26;-0.97;0.18;0.18;0.18;0.14;-0.16;-0.98;-0.18;-0.67;-1.28;0.04;-0.65;0.79;0.37;-0.30;-0.12;0.16;0.18;0.96;0.49;-0.24;0.37;0.05;-0.14;1.04;-0.49;0.85;1.46;0.04;0.60;0.79;-0.06;-0.24;0.00;-0.17;0.05;-0.98;
-0.49;-0.43;0.12;0.01;-0.26;-0.96;0.00;0.00;0.12;0.14;-0.17;-0.98;-0.18;-0.24;-1.16;0.04;-0.64;0.78;0.24;-0.43;0.55;0.14;0.18;0.96;0.67;-0.24;0.55;0.05;-0.14;1.03;-0.67;0.79;1.89;0.04;0.60;0.79;0.67;-0.37;0.30;-0.18;0.04;-0.99;
