-0.18;-0.85;0.12;-0.05;-0.97;0.12;0.00;-0.67;-0.98;-0.05;-0.99;0.12;-0.67;-0.18;-1.04;-0.05;-0.98;0.13;0.61;-0.43;-0.73;-0.05;-0.98;0.12;-0.18;-0.43;-0.79;-0.05;-0.98;0.13;
0.37;-0.37;-0.85;-0.05;-0.98;0.13;0.18;-0.79;-1.22;-0.05;-0.98;0.13;0.98;-0.61;-1.28;-0.05;-0.98;0.13;0.18;-0.37;-1.34;-0.05;-0.98;0.13;0.06;-0.43;-1.22;-0.05;-0.98;0.12;
0.18;-0.43;-0.98;-0.05;-0.98;0.12;0.12;-0.24;-0.79;-0.05;-0.98;0.13;0.12;-0.18;-1.34;-0.05;-0.98;0.13;-0.18;-0.55;-1.10;-0.05;-0.98;0.12;0.12;-0.06;-0.98;-0.05;-0.98;0.12;
-0.24;-0.37;-1.28;-0.05;-0.98;0.13;-5.85;-6.77;0.43;0.05;-1.01;0.23;-1.28;0.06;-0.24;-0.05;-0.99;0.12;-2.80;0.37;-0.30;-0.05;-0.98;0.11;7.32;-1.59;-2.62;-0.03;-0.97;0.23;
-1.34;0.00;-0.79;-0.05;-0.97;0.16;0.12;-0.30;-1.34;-0.04;-0.97;0.15;0.85;-0.79;-1.52;-0.05;-0.98;0.15;0.18;-0.37;-0.79;-0.04;-0.97;0.16;1.59;-0.18;-1.10;-0.05;-0.98;0.15;
0.43;-0.43;-1.28;-0.04;-0.97;0.14;0.49;-0.67;-1.40;-0.04;-0.98;0.15;0.49;-0.30;-0.79;-0.04;-0.98;0.16;0.18;-0.55;-0.98;-0.04;-0.98;0.15;-0.24;-0.43;-0.49;-0.05;-0.97;0.16;
3.05;-1.10;-1.95;-0.04;-0.98;0.17;0.79;-0.61;-0.73;-0.05;-0.97;0.17;-0.61;0.18;-1.10;-0.05;-0.98;0.13;-6.34;0.85;0.67;-0.03;-0.98;0.16;2.13;-0.55;-1.10;-0.04;-0.98;0.18;
-1.16;0.00;-0.79;-0.04;-0.98;0.16;1.40;-1.04;-1.59;-0.05;-0.97;0.15;-0.49;-0.43;-0.98;-0.04;-0.97;0.16;1.65;-0.55;-1.28;-0.04;-0.98;0.16;-1.95;-0.61;-0.91;-0.05;-0.97;0.15;
0.43;-0.67;-1.52;-0.05;-0.98;0.14;1.04;-0.43;-1.04;-0.04;-0.97;0.16;-0.98;-0.55;-1.16;-0.04;-0.98;0.15;2.38;-1.34;-1.59;-0.04;-0.98;0.16;0.98;-0.61;-1.34;-0.04;-0.97;0.17;
-0.98;-0.49;-1.34;-0.04;-0.97;0.15;0.61;-0.06;-1.16;-0.04;-0.98;0.15;-0.73;-0.49;-0.61;-0.04;-0.96;0.16;-0.61;-0.12;-1.28;-0.04;-0.98;0.15;31.16;-11.65;-61.77;-0.11;-1.60;0.33;
