0.30;0.06;0.00;-0.04;0.93;0.38;0.12;-0.24;-0.18;-0.04;0.93;0.39;0.18;-0.24;-0.43;-0.04;0.94;0.38;0.12;-0.37;0.00;-0.04;0.93;0.38;0.00;-0.30;-0.12;-0.04;0.94;0.38;0.49;0.06;-0.24;-0.04;0.93;0.38;0.24;0.30;-0.18;-0.03;0.93;0.38;0.18;0.24;0.30;-0.04;0.93;0.37
-0.37;-0.61;-0.37;-0.03;0.94;0.38;0.12;-0.06;-0.24;-0.03;0.94;0.37;0.18;-0.79;-0.18;-0.04;0.93;0.37;0.37;-0.24;-0.43;-0.05;0.94;0.38;0.30;0.30;-0.18;-0.03;0.94;0.38;-0.06;0.06;-0.24;-0.04;0.93;0.38;0.55;0.30;-0.49;-0.05;0.94;0.37;0.06;-0.18;-0.30;-0.04;0.94;0.38
0.55;-0.37;-0.06;-0.04;0.94;0.38;0.06;-0.30;0.00;-0.05;0.93;0.38;0.73;0.12;-0.37;-0.04;0.93;0.38;-0.24;0.06;-0.06;-0.05;0.93;0.37;0.79;0.12;-0.43;-0.04;0.93;0.37;0.37;0.06;-0.24;-0.04;0.93;0.38;0.24;-0.67;0.43;-0.04;0.94;0.38;0.30;0.12;-0.79;-0.05;0.93;0.37
0.12;-0.18;-0.43;-0.04;0.93;0.38;0.06;-0.12;0.06;-0.04;0.93;0.37;0.12;0.24;-0.37;-0.04;0.93;0.38;0.06;0.00;-0.43;-0.04;0.93;0.38;0.24;0.00;0.00;-0.04;0.93;0.38;0.12;0.00;-0.12;-0.04;0.93;0.38;0.18;-0.55;-0.18;-0.04;0.94;0.38;0.06;0.18;-0.12;-0.04;0.94;0.38
0.06;0.24;0.00;-0.03;0.93;0.38;0.43;-0.30;0.24;-0.04;0.93;0.36;0.61;0.00;-0.55;-0.04;0.93;0.38;0.37;0.85;-0.37;-0.03;0.93;0.38;0.24;-0.12;0.06;-0.04;0.93;0.38;0.61;-0.06;-0.12;-0.04;0.93;0.38;0.18;-0.06;0.00;-0.03;0.93;0.39;0.55;-0.67;0.49;-0.03;0.94;0.39
0.55;-0.73;-0.30;-0.03;0.94;0.39;-0.30;-0.37;-0.18;-0.04;0.94;0.38;0.30;0.24;-0.49;-0.04;0.94;0.39;0.06;0.18;-0.06;-0.04;0.93;0.38;-0.12;-0.12;-0.06;-0.04;0.94;0.38;0.30;-0.37;0.18;-0.04;0.93;0.38;0.24;0.00;-0.37;-0.04;0.93;0.38;0.06;-0.12;-0.06;-0.04;0.93;0.38
0.91;-0.49;-0.73;-0.04;0.93;0.37;0.55;-0.37;0.06;-0.04;0.93;0.39;0.79;-0.55;-0.06;-0.03;0.93;0.38;0.18;0.37;-0.49;-0.04;0.93;0.38;0.24;0.00;0.12;-0.04;0.93;0.38;0.18;0.30;0.24;-0.04;0.93;0.37;-0.37;0.06;-0.24;-0.04;0.94;0.38;0.12;0.06;-0.06;-0.04;0.93;0.39
0.30;-0.12;-0.49;-0.04;0.93;0.38;0.43;-0.98;-0.12;-0.04;0.93;0.38;0.12;0.00;-0.61;-0.04;0.94;0.37;0.67;0.24;-0.37;-0.04;0.93;0.38;0.43;-0.12;-0.37;-0.04;0.94;0.38;0.06;0.18;0.30;-0.04;0.94;0.38;0.91;-0.37;-0.06;-0.04;0.93;0.38;0.30;0.06;-0.61;-0.04;0.93;0.38
0.37;-0.12;-0.12;-0.04;0.93;0.38;0.37;0.12;-0.06;-0.04;0.94;0.38;0.00;-0.12;-0.30;-0.04;0.93;0.38;0.06;0.43;-0.18;-0.04;0.93;0.39;0.37;-0.55;-0.24;-0.05;0.93;0.38;0.18;0.24;-0.18;-0.04;0.93;0.38;-0.06;0.00;-0.24;-0.03;0.93;0.38;0.43;0.06;-0.18;-0.04;0.93;0.38
0.37;0.49;-0.55;-0.04;0.93;0.38;0.30;-0.30;-0.43;-0.04;0.94;0.38;0.55;-0.18;0.06;-0.04;0.93;0.38;0.43;-0.37;-0.43;-0.04;0.94;0.38;0.24;-0.06;-0.61;-0.04;0.93;0.39;0.37;0.24;-0.37;-0.04;0.93;0.38;0.43;0.06;-0.06;-0.04;0.94;0.38;0.12;-0.30;-0.06;-0.05;0.93;0.38
