1.59;-0.43;-1.52;-0.04;0.41;0.95
1.40;-0.37;1.10;-0.04;0.40;0.95
0.67;-0.73;-0.43;-0.04;0.41;0.94
-0.55;-2.87;0.37;-0.03;0.41;0.93
527.99;0.00;0.00;0.00;0.00;0.00
0.98;-0.61;0.06;-0.42;0.84;0.24
0.24;-0.55;-0.37;-0.40;0.83;0.23
-0.12;-0.67;-0.55;-0.41;0.84;0.24
0.37;-0.37;0.18;-0.41;0.83;0.25
0.61;-0.37;-0.24;-0.41;0.84;0.25
0.98;-0.85;0.12;-0.41;0.83;0.25
0.06;-0.43;-0.30;-0.41;0.83;0.25
-0.18;-0.67;-0.12;-0.41;0.83;0.24
