-0.18;-0.18;-2.13;0.16;1.01;0.08;0.43;-0.61;-0.91;0.16;1.01;0.07;0.06;-0.30;-1.28;0.16;1.01;0.06;0.61;-0.55;-1.04;0.16;1.01;0.07;0.12;-0.37;-1.04;0.17;1.01;0.08;
-0.18;-0.37;-0.85;0.15;1.01;0.08;0.06;-0.24;-1.28;0.16;1.01;0.07;0.18;-0.73;-0.85;0.16;1.01;0.07;0.37;-0.85;-0.85;0.15;1.01;0.06;-0.43;-0.61;-1.59;0.16;1.01;0.08;
-0.18;-0.24;-1.34;0.16;1.01;0.06;-0.37;-0.61;-1.28;0.15;1.01;0.07;0.06;-0.24;-1.22;0.15;1.01;0.07;0.24;-0.30;-1.04;0.16;1.00;0.08;0.73;0.06;-1.04;0.15;1.02;0.07;
0.49;-0.43;-0.55;0.16;1.01;0.08;0.12;-0.43;-0.98;0.16;1.01;0.07;-0.49;-0.85;-1.10;0.16;1.01;0.07;-0.73;-0.49;-1.28;0.16;1.01;0.07;-0.12;-0.55;-1.04;0.16;1.01;0.08;
0.06;-0.37;-1.40;0.16;1.01;0.07;0.49;-0.49;-1.22;0.16;1.01;0.08;0.67;-0.55;-0.85;0.15;1.01;0.08;-0.12;-0.49;-0.98;0.15;1.00;0.07;0.12;-0.85;-1.16;0.16;1.01;0.08;
0.37;-0.91;-1.34;0.16;1.01;0.07;-0.43;-0.30;-1.34;0.16;1.01;0.07;-0.18;-0.37;-1.28;0.16;1.01;0.07;-0.18;-0.30;-0.85;0.16;1.01;0.08;0.30;-0.37;-0.79;0.16;1.00;0.08;
0.06;-0.43;-1.52;0.16;1.01;0.06;-0.30;-0.43;-0.85;0.16;1.01;0.07;-0.06;-0.18;-0.61;0.16;1.01;0.07;-0.37;-0.67;-1.59;0.16;1.04;0.07;-0.85;-0.55;-0.12;0.16;1.00;0.09;
-0.43;-0.30;-1.16;0.16;1.01;0.07;0.18;-0.91;-0.30;0.16;1.01;0.06;0.30;-0.43;-0.91;0.16;1.02;0.07;0.24;-0.30;-0.79;0.16;1.01;0.07;0.00;-0.61;-0.79;0.15;1.01;0.07;
0.37;-0.67;-0.85;0.15;1.01;0.08;0.18;0.30;-1.10;0.16;1.00;0.07;0.61;-0.18;-1.10;0.15;1.01;0.07;0.49;0.00;-0.49;0.16;1.01;0.07;0.12;-0.24;-1.10;0.15;1.01;0.07;
1.59;-0.91;-0.91;0.16;1.01;0.06;4.09;0.85;-0.30;0.12;1.02;0.07;-7.13;-0.43;8.66;0.13;1.06;-0.00;-6.34;-1.34;3.48;0.15;1.01;0.07;0.49;-0.24;-0.85;0.16;1.01;0.07;
