0.43;0.12;-0.43;-0.56;-0.62;0.57;
0.61;-0.37;-0.06;-0.54;-0.61;0.57;
0.30;-0.18;-0.24;-0.55;-0.61;0.56;
0.30;0.18;-0.49;-0.55;-0.61;0.58;
0.73;-0.06;-0.79;-0.55;-0.62;0.56;
0.67;-0.18;-0.37;-0.55;-0.61;0.57;
0.30;-0.12;-0.30;-0.55;-0.61;0.58;
0.37;-0.55;0.43;-0.55;-0.61;0.56;
0.61;-0.30;-0.55;-0.56;-0.62;0.56;
-0.18;-0.37;0.00;-0.55;-0.61;0.56;
0.12;0.30;-0.18;-0.55;-0.61;0.58;
0.00;0.79;-0.61;-0.56;-0.61;0.57;
0.98;0.00;-0.18;-0.54;-0.61;0.56;
2.26;0.12;9.94;-0.53;-0.61;0.64;
-15.55;-2.50;-10.49;-0.53;-0.64;0.57;
-0.85;0.00;-0.49;-0.56;-0.60;0.57;
0.85;-4.39;-0.30;-0.56;-0.60;0.58;
0.43;-0.24;0.43;-0.56;-0.60;0.58;
0.30;0.18;-0.79;-0.56;-0.60;0.57;
0.55;-0.91;0.12;-0.56;-0.60;0.57;
0.30;-0.30;-0.12;-0.56;-0.60;0.56;
0.06;-0.55;-0.18;-0.56;-0.61;0.57;
0.61;-0.06;0.00;-0.56;-0.60;0.57;
0.18;-0.12;0.06;-0.56;-0.60;0.57;
0.43;-0.12;-0.61;-0.56;-0.60;0.57;
0.18;-0.49;-0.06;-0.56;-0.60;0.57;
0.85;-0.06;0.18;-0.57;-0.60;0.57;
-0.18;0.18;0.00;-0.56;-0.60;0.57;
0.24;0.18;-0.55;-0.56;-0.60;0.57;
0.43;-0.12;-0.61;-0.56;-0.59;0.57;
0.00;-0.18;-0.18;-0.56;-0.60;0.56;
-0.18;-0.12;-0.43;-0.56;-0.60;0.57;
0.06;-0.18;-0.61;-0.56;-0.60;0.57;
0.49;0.06;0.24;-0.57;-0.60;0.57;
0.37;-0.61;0.18;-0.56;-0.60;0.58;
-0.18;-0.30;-0.37;-0.56;-0.60;0.57;
-0.06;0.18;-0.06;-0.57;-0.60;0.57;
0.30;-0.43;-0.24;-0.56;-0.59;0.57;
0.37;-0.37;0.30;-0.55;-0.60;0.58;
0.37;-0.24;0.06;-0.55;-0.59;0.57;
0.79;-0.06;-0.55;-0.56;-0.59;0.58;
0.06;-0.12;0.49;-0.55;-0.60;0.57;
-0.06;-0.06;-0.37;-0.56;-0.60;0.56;
0.55;0.06;-0.18;-0.56;-0.60;0.57;
0.30;-0.18;-0.12;-0.56;-0.59;0.57;
0.30;-0.37;0.06;-0.56;-0.60;0.57;
0.12;-0.30;0.00;-0.56;-0.60;0.57;
0.30;0.30;-0.18;-0.56;-0.60;0.57;
0.61;0.06;-0.55;-0.56;-0.59;0.58;
-0.12;0.43;-0.43;-0.56;-0.60;0.57;
0.37;-0.12;-0.12;-0.56;-0.60;0.57;
0.49;-0.18;0.06;-0.56;-0.60;0.57;
0.30;0.18;-0.24;-0.56;-0.59;0.56;
0.30;0.49;-0.18;-0.56;-0.60;0.57;
0.06;-0.18;-0.12;-0.57;-0.60;0.57;
0.30;-0.67;-0.24;-0.55;-0.59;0.57;
0.67;0.37;-0.43;-0.57;-0.60;0.57;
0.30;-0.24;-0.43;-0.57;-0.60;0.57;
0.30;0.30;-0.61;-0.57;-0.60;0.58;
1.71;-1.77;0.61;-0.57;-0.60;0.56;
