-0.06;-0.06;0.06;-0.07;-0.05;-0.98;0.61;0.30;0.61;0.25;-0.10;-0.96;0.37;-0.43;-0.73;0.06;-0.50;0.89;0.43;-0.06;-0.12;0.18;0.29;0.93;0.24;-0.37;0.55;-0.02;-0.38;0.97;-0.18;0.73;1.52;0.03;0.78;0.58;0.49;-0.06;-0.18;-0.12;0.13;-0.98;
0.00;-0.37;0.00;-0.07;-0.05;-0.99;0.67;0.00;0.30;0.24;-0.10;-0.96;0.00;-0.12;-1.10;0.06;-0.50;0.89;0.55;-0.55;0.49;0.18;0.30;0.93;0.55;0.18;1.10;-0.01;-0.37;0.97;-0.30;1.04;1.52;0.03;0.78;0.59;0.61;0.06;-0.30;-0.12;0.13;-0.98;
0.06;-0.61;0.06;-0.07;-0.05;-1.00;0.49;0.30;0.12;0.25;-0.10;-0.96;0.00;-1.10;-1.22;0.06;-0.50;0.89;0.24;-0.49;0.00;0.19;0.30;0.93;0.24;-0.30;0.55;-0.02;-0.37;0.97;-0.37;0.55;1.34;0.02;0.78;0.58;0.30;0.00;-0.30;-0.11;0.14;-0.98;
-0.24;-0.24;0.55;-0.07;-0.05;-0.99;0.43;0.30;-0.06;0.24;-0.10;-0.95;0.49;-0.43;-1.77;0.07;-0.50;0.89;0.06;-0.61;0.18;0.18;0.30;0.93;0.49;0.06;0.49;-0.03;-0.36;0.97;-0.49;1.10;1.22;0.03;0.78;0.59;0.49;0.37;0.30;-0.12;0.14;-0.99;
-1.16;0.55;-0.49;-0.06;-0.05;-1.00;0.18;0.12;-0.30;0.24;-0.10;-0.95;-0.24;-0.06;-0.98;0.07;-0.50;0.89;1.04;-0.43;0.00;0.18;0.29;0.93;0.24;-0.06;0.24;-0.02;-0.37;0.97;-0.12;0.43;1.59;0.03;0.78;0.60;0.00;0.30;-0.30;-0.12;0.14;-0.99;
-0.30;-0.24;0.12;-0.07;-0.05;-0.99;0.12;-0.12;0.49;0.25;-0.10;-0.96;0.73;-0.37;-0.85;0.07;-0.50;0.89;0.37;-0.43;0.12;0.18;0.30;0.93;0.18;-0.30;0.61;-0.02;-0.38;0.97;-0.55;0.73;1.46;0.02;0.79;0.59;-0.06;0.30;-0.06;-0.13;0.14;-0.98;
-0.55;-0.18;-0.06;-0.07;-0.05;-0.99;0.49;0.43;0.43;0.24;-0.10;-0.96;-0.18;-0.30;-1.10;0.06;-0.50;0.89;0.24;-0.24;0.00;0.18;0.30;0.92;0.12;-0.30;0.37;-0.02;-0.37;0.97;0.12;0.67;1.10;0.02;0.78;0.58;0.06;-0.12;0.37;-0.12;0.13;-0.98;
-0.18;-0.24;-0.24;-0.08;-0.05;-0.99;0.73;0.55;0.61;0.24;-0.10;-0.96;0.24;-0.37;-0.79;0.06;-0.50;0.90;0.49;-0.30;0.18;0.18;0.30;0.93;0.06;0.30;0.43;-0.02;-0.37;0.97;0.30;0.73;0.91;0.02;0.78;0.60;0.12;0.12;-0.06;-0.12;0.14;-0.97;
-0.12;-0.06;0.18;-0.07;-0.05;-0.99;0.12;0.67;0.24;0.25;-0.10;-0.96;-0.24;-0.37;-0.91;0.06;-0.50;0.89;0.73;-0.43;-0.30;0.18;0.29;0.93;0.00;-0.67;-0.18;-0.02;-0.37;0.98;-0.12;0.55;1.77;0.03;0.78;0.58;0.18;0.12;0.18;-0.12;0.13;-0.98;
-0.24;-0.49;-0.98;-0.07;-0.04;-0.99;0.37;0.12;0.43;0.24;-0.10;-0.96;0.24;-0.85;-0.91;0.06;-0.50;0.90;0.18;-0.73;0.24;0.19;0.30;0.94;0.18;0.00;0.37;-0.02;-0.38;0.96;0.00;0.73;1.52;0.03;0.79;0.59;-0.12;0.00;-0.12;-0.12;0.14;-0.98;
-0.18;0.06;-0.12;-0.07;-0.04;-1.00;0.67;0.00;0.55;0.25;-0.10;-0.96;0.37;-0.06;-1.34;0.06;-0.49;0.89;-0.37;0.37;-0.12;0.19;0.30;0.94;-0.30;-0.24;0.49;-0.02;-0.37;0.97;-0.18;0.24;1.40;0.02;0.78;0.60;0.18;0.18;0.30;-0.12;0.14;-0.98;
-0.37;-0.49;0.37;-0.07;-0.05;-0.99;-0.06;0.30;0.24;0.24;-0.10;-0.96;0.12;-0.43;-1.04;0.06;-0.50;0.90;0.30;-0.85;-0.18;0.18;0.30;0.94;-0.24;-0.49;0.43;-0.02;-0.37;0.97;-0.18;0.24;1.65;0.02;0.77;0.59;0.85;0.18;-0.18;-0.12;0.13;-0.98;
-0.24;-0.12;-0.43;-0.07;-0.05;-0.99;0.49;0.67;0.49;0.24;-0.10;-0.96;-0.12;-0.43;-1.16;0.07;-0.50;0.89;0.55;0.06;-0.12;0.19;0.30;0.94;-0.49;-0.30;0.49;-0.02;-0.37;0.97;-0.43;0.67;1.46;0.03;0.78;0.59;-0.12;0.06;0.00;-0.11;0.14;-0.99;
0.12;-0.30;0.24;-0.06;-0.05;-0.99;0.67;0.43;-0.24;0.25;-0.10;-0.96;-0.24;-0.43;-0.79;0.06;-0.50;0.89;-0.18;-0.12;0.18;0.19;0.30;0.93;0.06;-0.67;0.24;-0.02;-0.37;0.97;-0.18;0.91;1.59;0.03;0.78;0.59;-0.12;-0.06;-0.73;-0.12;0.13;-0.99;
-0.12;-0.18;0.00;-0.07;-0.05;-0.99;0.98;-0.12;0.12;0.24;-0.10;-0.96;-0.06;-0.18;-1.10;0.07;-0.50;0.90;-0.30;-1.16;0.12;0.19;0.30;0.94;0.37;-0.73;-0.12;-0.03;-0.38;0.97;-0.30;0.49;1.34;0.02;0.78;0.58;0.24;0.18;0.61;-0.12;0.13;-0.98;
-0.37;-0.12;-0.12;-0.07;-0.05;-1.00;0.24;0.37;0.18;0.24;-0.11;-0.96;0.49;-0.24;-0.98;0.06;-0.50;0.90;0.06;-0.37;-0.24;0.17;0.30;0.93;0.49;-0.24;0.12;-0.03;-0.37;0.97;-0.12;0.67;1.16;0.03;0.78;0.59;0.18;0.06;-0.06;-0.12;0.13;-0.98;
-0.06;0.06;-0.43;-0.06;-0.05;-0.99;0.85;0.73;0.18;0.24;-0.10;-0.95;0.37;-0.85;-0.91;0.07;-0.50;0.90;0.55;-0.24;0.12;0.18;0.30;0.93;0.24;-0.37;0.49;-0.03;-0.37;0.97;0.00;0.79;1.22;0.03;0.78;0.59;0.06;0.00;-0.24;-0.12;0.14;-0.98;
-0.24;-0.49;-0.43;-0.07;-0.05;-0.99;0.43;0.43;0.30;0.24;-0.10;-0.97;-0.18;-0.30;-0.85;0.06;-0.49;0.89;0.43;-0.12;0.00;0.18;0.30;0.94;0.43;-0.49;0.00;-0.03;-0.37;0.97;0.06;0.79;1.77;0.03;0.78;0.59;-0.18;0.43;0.18;-0.12;0.14;-0.98;
0.37;-0.30;-0.06;-0.06;-0.05;-0.98;-0.06;0.30;0.43;0.24;-0.10;-0.95;0.55;-0.49;-0.73;0.06;-0.50;0.89;0.73;0.30;-0.18;0.18;0.29;0.93;0.12;-0.12;0.73;-0.01;-0.37;0.97;-0.24;0.73;1.83;0.02;0.79;0.59;0.43;0.30;0.73;-0.12;0.14;-0.98;
-1.52;0.00;-0.12;-0.07;-0.05;-0.99;1.16;0.37;-0.30;0.25;-0.09;-0.95;0.06;-0.67;-1.04;0.07;-0.50;0.89;0.43;-0.73;0.30;0.18;0.30;0.94;0.43;0.18;0.18;-0.02;-0.38;0.97;-0.55;0.37;1.52;0.03;0.78;0.59;0.43;-0.18;0.00;-0.12;0.14;-0.98;
-0.30;0.06;0.06;-0.06;-0.05;-0.99;0.73;0.18;0.12;0.24;-0.11;-0.95;0.30;-0.24;-0.91;0.07;-0.51;0.88;-0.30;-0.85;-0.37;0.19;0.29;0.93;0.55;-0.49;0.61;-0.02;-0.37;0.97;-0.18;0.43;1.22;0.03;0.78;0.57;-0.37;-0.12;0.12;-0.11;0.14;-0.99;
0.43;-0.43;0.37;-0.07;-0.05;-0.99;0.24;0.12;0.06;0.25;-0.10;-0.97;-0.37;-0.91;-1.10;0.08;-0.50;0.89;0.43;-0.43;0.06;0.18;0.30;0.94;-0.06;-1.28;0.55;-0.02;-0.37;0.97;-0.12;0.85;1.89;0.02;0.77;0.59;-0.12;-0.30;0.00;-0.11;0.14;-0.98;
-0.18;-0.24;-0.49;-0.06;-0.05;-0.99;0.24;0.12;0.18;0.25;-0.11;-0.97;0.37;-0.49;-0.43;0.06;-0.49;0.89;0.79;-0.85;0.24;0.19;0.30;0.93;0.49;-0.18;0.24;-0.01;-0.37;0.97;0.12;0.61;1.65;0.03;0.78;0.60;-0.24;0.00;0.12;-0.12;0.13;-0.98;
