0.24;0.37;-0.30;-0.39;0.92;0.11;0.67;0.12;0.24;-0.40;0.92;0.11;0.18;-0.12;-0.67;-0.39;0.91;0.10;0.61;0.24;-0.30;-0.40;0.92;0.12;0.30;0.49;-0.06;-0.39;0.92;0.11;-0.24;-0.24;-0.55;-0.38;0.92;0.11;0.43;0.24;-0.30;-0.39;0.92;0.11;-0.12;0.24;-0.18;-0.39;0.91;0.11
0.24;-0.67;-0.37;-0.39;0.92;0.11;0.00;-0.06;-0.24;-0.39;0.92;0.10;0.49;-0.18;-0.49;-0.39;0.92;0.11;0.30;-0.06;0.06;-0.39;0.92;0.11;0.43;-0.24;-0.30;-0.38;0.92;0.11;0.30;0.00;-0.06;-0.39;0.92;0.11;0.06;0.37;-0.37;-0.39;0.92;0.11;0.67;0.18;-0.24;-0.40;0.92;0.10
0.43;0.43;-0.49;-0.39;0.92;0.11;0.24;-0.24;-0.12;-0.40;0.92;0.11;0.30;-1.10;-0.37;-0.40;0.91;0.11;0.06;-0.12;-0.12;-0.39;0.92;0.12;0.49;-0.67;-0.24;-0.39;0.92;0.11;0.06;0.00;-0.37;-0.39;0.92;0.11;0.55;-0.30;-0.37;-0.39;0.91;0.11;0.61;0.00;-0.49;-0.39;0.92;0.11
-0.67;-1.71;-1.16;-0.39;0.90;0.10;-2.99;-5.79;-2.87;-0.40;0.95;0.10;0.43;0.61;0.91;-0.39;0.87;0.12;4.57;7.44;4.39;-0.38;0.90;0.14;-0.12;-0.55;-0.61;-0.39;0.93;0.10;0.91;2.26;0.61;-0.38;0.89;0.09;-0.06;-1.77;-1.16;-0.38;0.93;0.10;-0.06;-0.18;-0.55;-0.40;0.92;0.12
0.06;-0.73;-0.55;-0.39;0.91;0.12;0.12;-0.12;-0.43;-0.39;0.91;0.12;0.24;0.43;-0.24;-0.39;0.91;0.11;0.67;0.12;-0.30;-0.39;0.92;0.11;0.43;0.18;-0.18;-0.40;0.92;0.11;0.30;-0.18;0.06;-0.40;0.91;0.11;-0.06;0.37;-0.30;-0.39;0.92;0.11;0.67;0.18;-0.12;-0.40;0.92;0.11
0.61;0.00;-0.30;-0.39;0.92;0.11;0.43;-0.18;0.06;-0.38;0.92;0.11;0.12;0.30;0.18;-0.39;0.92;0.11;-0.12;-0.37;-0.12;-0.39;0.91;0.10;0.30;-0.06;-0.85;-0.39;0.91;0.11;0.12;0.18;-0.67;-0.40;0.92;0.12;0.43;-0.18;-0.37;-0.39;0.92;0.11;0.30;-0.06;-0.55;-0.39;0.92;0.11
0.30;0.00;-0.37;-0.39;0.92;0.11;0.61;0.37;0.00;-0.39;0.92;0.11;0.12;-0.24;-0.06;-0.40;0.92;0.11;0.37;0.37;0.06;-0.39;0.92;0.12;0.00;-0.18;-0.18;-0.39;0.92;0.11;0.00;0.12;-0.49;-0.39;0.92;0.11;0.12;-0.18;-0.49;-0.39;0.91;0.11;0.12;0.12;-0.12;-0.39;0.91;0.11
0.37;0.67;-0.06;-0.39;0.92;0.12;0.18;-0.18;-0.12;-0.39;0.93;0.11;-0.06;-0.91;0.00;-0.39;0.93;0.11;0.18;-0.18;-0.24;-0.39;0.92;0.11;0.79;-0.37;-0.06;-0.38;0.91;0.12;0.73;0.61;-0.12;-0.39;0.92;0.10;0.18;0.06;-0.06;-0.39;0.92;0.11;-0.06;-0.06;-0.30;-0.40;0.91;0.11
0.49;-0.24;-0.12;-0.39;0.91;0.11;0.55;-0.12;-0.37;-0.39;0.91;0.11;0.06;0.43;-1.10;-0.39;0.92;0.12;0.79;-0.24;0.00;-0.39;0.91;0.11;0.18;-0.12;-0.30;-0.39;0.91;0.11;0.49;0.06;0.00;-0.39;0.92;0.12;0.55;0.12;0.12;-0.40;0.92;0.11;0.49;-0.12;0.06;-0.39;0.92;0.10
0.61;0.12;0.37;-0.39;0.92;0.11;0.18;0.12;0.00;-0.40;0.92;0.11;0.18;0.06;-0.24;-0.39;0.92;0.11;0.00;-0.12;-0.24;-0.38;0.92;0.11;-0.06;0.24;0.06;-0.39;0.92;0.11;0.67;-0.55;-0.18;-0.39;0.91;0.12;0.24;0.00;-0.18;-0.40;0.92;0.11;0.12;-0.30;0.12;-0.39;0.92;0.11
0.30;0.30;-0.18;-0.40;0.91;0.10;0.30;-0.37;-0.06;-0.39;0.92;0.10;0.18;-0.06;-0.18;-0.38;0.92;0.11;0.18;-0.30;-0.18;-0.39;0.91;0.11;0.37;-0.43;-0.43;-0.39;0.93;0.11;0.30;0.12;0.06;-0.39;0.92;0.11;-0.06;-0.49;-1.04;-0.40;0.92;0.11;0.67;0.49;-0.12;-0.39;0.91;0.12
0.55;-0.06;-0.30;-0.39;0.92;0.10;0.12;0.18;-0.43;-0.39;0.91;0.10;0.91;0.55;0.06;-0.39;0.92;0.11;0.30;0.18;-0.49;-0.39;0.93;0.11;0.61;0.00;-0.37;-0.39;0.91;0.10;0.55;0.12;-0.37;-0.40;0.92;0.11;-0.24;-0.18;-0.67;-0.39;0.91;0.11;0.24;0.00;-0.06;-0.39;0.92;0.11
