-0.37;-0.37;0.18;-0.31;-0.06;-0.94;0.98;0.18;-0.12;0.15;-0.11;-0.98;-10.49;-4.15;3.72;0.06;-0.78;0.60;7.62;5.73;11.77;-0.28;-0.35;-0.87;0.49;-0.73;0.12;-0.07;0.24;-0.93;
0.06;-0.24;0.37;-0.33;-0.05;-0.95;0.37;0.30;-0.12;0.15;-0.12;-0.98;-1.28;-0.73;-1.22;0.04;-0.77;0.64;0.67;-0.67;0.12;-0.43;-0.32;-0.84;0.73;-0.37;-0.06;-0.07;0.24;-0.94;
-0.43;-0.06;-0.12;-0.31;-0.05;-0.94;0.49;-0.06;0.12;0.15;-0.11;-0.99;-1.28;0.18;-0.61;0.03;-0.78;0.63;0.06;-0.73;0.00;-0.42;-0.32;-0.85;0.55;-0.61;0.30;-0.08;0.24;-0.94;
-0.12;-0.61;0.12;-0.33;-0.05;-0.94;0.55;0.00;0.30;0.15;-0.11;-0.98;0.49;-0.55;-1.65;0.02;-0.79;0.62;0.49;-0.67;0.12;-0.42;-0.32;-0.84;0.43;-0.30;0.06;-0.06;0.24;-0.94;
-0.30;0.06;0.24;-0.32;-0.05;-0.93;0.37;-0.06;0.18;0.15;-0.12;-0.97;-1.10;-0.12;-0.67;0.03;-0.79;0.62;0.55;-0.85;-0.06;-0.42;-0.32;-0.84;0.18;-0.30;0.49;-0.06;0.24;-0.93;
-0.49;-0.30;0.00;-0.32;-0.05;-0.95;0.43;-0.18;-0.12;0.16;-0.11;-0.98;-0.55;-0.24;-1.34;0.03;-0.79;0.62;0.37;-0.12;0.06;-0.42;-0.33;-0.84;0.91;0.91;1.04;-0.07;0.24;-0.94;
-0.61;-0.18;0.24;-0.33;-0.05;-0.94;0.73;0.49;-0.24;0.15;-0.12;-0.98;-0.49;-0.37;-0.73;0.02;-0.79;0.61;1.10;-0.49;0.24;-0.42;-0.33;-0.86;0.24;-0.30;0.06;-0.06;0.24;-0.94;
0.00;-0.12;0.00;-0.33;-0.06;-0.94;0.49;-0.12;0.06;0.15;-0.12;-0.98;-0.61;-0.79;-1.22;0.02;-0.80;0.60;0.00;-0.49;0.24;-0.41;-0.33;-0.85;0.49;-0.73;0.00;-0.06;0.23;-0.94;
-0.55;-0.49;-0.06;-0.32;-0.05;-0.94;0.00;0.37;0.12;0.15;-0.11;-0.98;-0.37;-0.67;-1.10;0.02;-0.80;0.60;0.98;-0.85;0.00;-0.42;-0.34;-0.84;0.43;-0.55;0.00;-0.06;0.24;-0.93;
-0.49;-0.30;0.18;-0.32;-0.06;-0.94;0.43;0.49;0.73;0.15;-0.12;-0.98;0.61;-0.43;-0.85;0.02;-0.80;0.61;0.55;-0.24;0.30;-0.42;-0.33;-0.85;0.37;-0.18;0.37;-0.06;0.24;-0.93;
-0.61;0.00;-0.30;-0.32;-0.05;-0.95;0.43;0.06;-0.06;0.16;-0.11;-0.98;-0.24;-0.55;-1.04;0.02;-0.80;0.61;0.67;-0.37;-0.12;-0.42;-0.33;-0.85;0.06;-0.55;0.30;-0.06;0.24;-0.94;
-0.18;-0.37;0.06;-0.32;-0.06;-0.94;0.43;-0.12;0.67;0.15;-0.11;-0.98;-0.24;-0.24;-1.28;0.02;-0.80;0.59;0.30;-0.61;-0.06;-0.42;-0.33;-0.85;0.30;-0.49;-0.24;-0.06;0.24;-0.94;
-0.55;0.06;0.06;-0.32;-0.06;-0.94;0.67;0.67;0.30;0.15;-0.12;-0.98;-5.98;0.79;-0.79;0.02;-0.83;0.59;0.18;-0.79;0.43;-0.42;-0.34;-0.83;0.85;-0.55;0.06;-0.06;0.24;-0.94;
-0.18;-0.30;-0.24;-0.33;-0.06;-0.94;0.24;0.43;0.24;0.14;-0.11;-0.98;-0.24;-0.18;-0.85;0.02;-0.80;0.61;0.67;-0.24;-0.30;-0.42;-0.33;-0.84;-11.10;-11.10;-23.78;-0.10;0.14;-0.97;
-0.12;-1.59;0.00;-0.32;-0.05;-0.94;0.43;0.00;0.30;0.15;-0.11;-0.98;-0.24;-0.85;-0.24;0.02;-0.80;0.61;0.00;0.37;0.00;-0.42;-0.34;-0.85;-0.12;1.10;0.85;-0.09;0.34;-0.90;
-0.18;-0.98;0.30;-0.33;-0.05;-0.94;0.24;0.24;0.06;0.15;-0.11;-0.98;-0.18;-0.85;-1.22;0.02;-0.80;0.59;0.37;-0.79;0.00;-0.42;-0.34;-0.86;0.00;-0.67;0.12;-0.10;0.35;-0.91;
-0.49;-0.24;0.12;-0.33;-0.05;-0.94;0.30;0.12;0.06;0.16;-0.12;-0.98;0.18;-0.30;-1.46;0.02;-0.80;0.60;0.55;-0.49;-0.06;-0.42;-0.34;-0.84;-0.24;-0.24;0.37;-0.10;0.35;-0.90;
-7.87;-34.57;-6.52;-0.49;0.19;-0.93;0.37;-0.18;-0.43;0.16;-0.11;-0.98;-0.06;-0.37;-1.04;0.02;-0.81;0.60;0.49;0.06;-0.18;-0.42;-0.34;-0.85;-0.30;-0.06;-0.49;-0.09;0.36;-0.90;
8.90;10.24;-71.71;-0.33;0.08;-0.94;0.49;-0.12;0.30;0.15;-0.11;-0.99;0.37;-0.49;-0.85;0.02;-0.81;0.60;0.37;-0.43;0.24;-0.42;-0.34;-0.84;-0.06;-0.73;0.18;-0.09;0.36;-0.90;
20.30;-165.06;78.84;-0.01;-0.71;-0.22;0.43;-0.06;0.61;0.14;-0.12;-0.99;0.24;-0.30;-0.67;0.02;-0.81;0.59;0.55;-0.43;0.06;-0.42;-0.34;-0.85;0.18;-0.37;0.30;-0.10;0.35;-0.90;
-12.74;31.40;42.74;-1.00;0.35;-1.12;0.55;0.00;0.06;0.15;-0.11;-0.98;1.16;-0.73;-1.16;0.02;-0.81;0.60;0.18;-0.30;-0.12;-0.43;-0.34;-0.85;-0.18;-0.43;-0.24;-0.09;0.36;-0.89;
