-0.91;-0.49;0.73;0.10;-0.42;-0.89;0.00;0.00;0.37;0.15;-0.06;-0.99;0.00;-0.30;-0.79;0.17;-0.33;0.96;0.73;-0.18;0.24;0.17;0.20;0.96;0.00;-0.49;0.30;0.02;-0.25;1.01;-0.12;1.16;1.46;0.03;0.60;0.79;-0.24;-0.06;-0.12;0.01;0.23;-0.99;
-0.06;-0.18;-0.37;0.11;-0.41;-0.89;0.67;-0.12;0.18;0.15;-0.05;-0.98;0.43;-0.24;-0.55;0.18;-0.32;0.96;0.00;-1.16;-0.43;0.16;0.20;0.97;0.06;-0.30;-0.49;0.03;-0.24;1.02;-0.73;0.49;1.89;0.03;0.59;0.80;-1.28;0.55;-1.22;0.02;0.26;-0.98;
-0.24;-0.30;-0.18;0.12;-0.42;-0.90;0.43;0.30;0.24;0.16;-0.06;-0.99;-0.30;-0.73;-1.34;0.18;-0.33;0.95;0.98;0.06;0.24;0.16;0.19;0.96;0.12;-0.24;0.30;0.02;-0.24;1.02;-0.61;0.55;1.52;0.03;0.60;0.79;0.55;-0.12;0.18;0.00;0.22;-0.98;
-0.85;-0.18;0.06;0.11;-0.42;-0.90;0.30;0.12;0.24;0.15;-0.05;-0.99;-0.55;-0.43;-0.91;0.17;-0.32;0.96;-0.30;-0.43;0.24;0.16;0.20;0.97;0.24;-0.06;0.79;0.03;-0.24;1.01;-0.18;0.91;0.98;0.03;0.59;0.79;0.06;0.55;0.12;0.00;0.22;-0.97;
-0.24;0.24;0.00;0.11;-0.42;-0.91;0.37;0.18;0.06;0.16;-0.06;-0.98;0.06;-0.24;-1.22;0.17;-0.32;0.95;0.79;-0.37;-0.12;0.17;0.20;0.96;0.06;-0.24;0.30;0.02;-0.24;1.02;-0.30;0.67;1.65;0.03;0.59;0.79;-0.18;-0.06;-0.49;0.01;0.23;-0.97;
-0.24;-0.24;0.12;0.11;-0.42;-0.90;-0.06;0.43;0.06;0.15;-0.06;-0.99;0.24;-0.55;-1.04;0.16;-0.33;0.96;-0.43;-0.73;0.12;0.16;0.20;0.96;-0.18;-0.30;0.67;0.02;-0.24;1.01;-0.85;0.49;1.52;0.04;0.60;0.80;0.79;0.06;0.18;0.01;0.22;-0.97;
-0.37;-0.37;0.49;0.12;-0.42;-0.91;0.00;0.06;0.55;0.15;-0.06;-0.99;0.00;-0.49;-0.49;0.17;-0.33;0.96;0.37;-0.43;0.18;0.16;0.21;0.96;-0.55;-0.24;0.30;0.02;-0.24;1.01;-0.18;0.55;1.34;0.03;0.59;0.79;0.73;0.06;0.37;0.01;0.24;-0.98;
-0.55;0.00;0.24;0.11;-0.42;-0.89;-1.34;-0.18;-0.55;0.16;-0.06;-0.99;0.67;-0.37;-0.79;0.18;-0.33;0.96;0.61;-0.18;0.30;0.16;0.19;0.96;0.30;-0.30;0.12;0.02;-0.25;1.01;-0.91;0.30;1.34;0.04;0.59;0.80;0.49;0.24;0.00;0.01;0.22;-0.98;
-0.73;-0.49;0.37;0.11;-0.41;-0.90;0.24;0.37;0.18;0.16;-0.06;-0.98;0.06;-0.73;-1.22;0.17;-0.33;0.95;0.55;-0.49;-0.18;0.16;0.21;0.96;0.30;-0.98;0.55;0.03;-0.25;1.01;0.06;0.37;1.77;0.04;0.59;0.78;0.06;0.30;-0.61;0.00;0.22;-0.98;
4.21;-4.88;-1.65;0.09;-0.40;-0.96;-2.80;1.46;-0.55;0.16;-0.03;-0.98;-0.24;-0.73;-0.79;0.17;-0.32;0.96;0.85;-0.12;0.12;0.17;0.20;0.96;0.06;-0.30;0.18;0.02;-0.24;1.00;-0.06;0.30;2.01;0.03;0.59;0.79;-0.37;0.24;0.43;0.01;0.23;-0.98;
-0.37;-0.43;0.06;0.11;-0.42;-0.90;0.55;0.30;0.24;0.16;-0.05;-0.98;-0.24;0.18;-1.04;0.16;-0.33;0.96;0.73;-0.61;0.43;0.16;0.19;0.95;-0.12;-0.18;0.30;0.03;-0.25;1.01;-0.30;0.85;1.46;0.03;0.58;0.80;0.37;0.00;0.55;0.01;0.22;-0.97;
-0.18;0.00;0.00;0.12;-0.42;-0.90;0.18;-0.06;-0.06;0.16;-0.06;-0.98;0.24;-0.18;-1.22;0.18;-0.32;0.95;0.24;-0.43;-0.18;0.16;0.20;0.96;0.00;0.06;0.24;0.02;-0.25;1.01;-0.30;0.55;1.65;0.03;0.59;0.79;0.06;-0.06;0.18;0.00;0.23;-0.98;
-0.37;-0.12;-0.12;0.11;-0.41;-0.89;-0.91;0.55;0.06;0.17;-0.06;-1.00;0.00;-0.49;-1.46;0.17;-0.32;0.96;0.24;-0.12;-0.24;0.16;0.19;0.97;-0.30;-0.43;0.55;0.03;-0.24;1.01;-0.55;0.61;1.95;0.04;0.59;0.79;-0.18;-0.12;-0.43;0.01;0.23;-0.97;
-0.37;-0.24;0.49;0.11;-0.42;-0.89;0.79;0.30;0.30;0.15;-0.06;-0.98;-0.49;-0.67;-0.98;0.17;-0.32;0.95;0.61;-0.55;0.37;0.16;0.19;0.96;0.43;-0.18;-0.49;0.02;-0.24;1.01;-0.06;0.85;1.65;0.03;0.59;0.79;0.06;-0.12;-0.24;0.01;0.23;-0.97;
-0.30;-0.18;-0.18;0.10;-0.42;-0.90;0.24;0.30;0.43;0.15;-0.06;-0.99;-0.37;-0.18;-0.55;0.17;-0.32;0.96;0.43;-0.30;0.18;0.17;0.21;0.97;0.37;-0.37;0.18;0.03;-0.24;1.01;-0.43;0.37;1.22;0.03;0.58;0.79;-0.06;-0.12;0.30;0.00;0.23;-0.97;
