0.43;0.73;-0.73;-0.61;-0.87;0.22;0.00;0.79;-0.18;-0.60;-0.87;0.21;
0.55;0.00;0.06;-0.60;-0.87;0.22;0.06;0.18;0.37;-0.61;-0.87;0.22;
0.30;0.24;0.00;-0.61;-0.88;0.21;0.00;0.55;-0.06;-0.60;-0.87;0.21;
0.67;0.24;-0.12;-0.60;-0.87;0.21;0.49;0.43;-0.06;-0.61;-0.87;0.22;
0.67;0.06;-0.12;-0.60;-0.87;0.22;0.67;0.49;0.49;-0.60;-0.86;0.21;
1.40;0.24;-0.12;-0.60;-0.87;0.21;-0.06;-0.12;0.06;-0.60;-0.86;0.21;
0.85;0.24;-0.18;-0.60;-0.86;0.22;0.55;0.00;0.30;-0.60;-0.87;0.22;
0.73;0.61;-0.43;-0.60;-0.88;0.22;1.10;0.37;0.24;-0.61;-0.87;0.22;
0.30;0.24;-0.06;-0.61;-0.87;0.22;0.24;0.00;-0.49;-0.60;-0.87;0.21;
0.49;-0.06;0.00;-0.60;-0.86;0.22;0.06;0.37;-0.98;-0.61;-0.87;0.22;
0.55;0.06;0.18;-0.60;-0.87;0.22;0.67;-0.06;-0.18;-0.60;-0.88;0.22;
-53.78;28.35;1.77;-0.66;-0.97;0.22;-63.78;35.85;-0.18;-0.63;-0.94;0.19;
-27.20;16.40;19.21;-0.66;-0.76;-0.16;-10.55;18.23;39.09;-0.67;-0.77;-0.16;
43.23;15.61;-11.89;-0.81;-0.92;-0.02;11.52;-20.79;-14.15;-0.90;-0.97;-0.06;
29.02;87.68;2.74;-0.58;-0.62;-0.20;50.06;36.71;-1.65;-0.70;-0.70;-0.19;
-12.80;26.22;15.06;-0.64;-0.62;-0.09;2.20;23.17;4.70;-0.63;-0.65;-0.09;
-46.71;-1.83;6.65;-0.79;-0.86;0.18;-45.12;18.96;13.05;-0.72;-0.70;0.08;
37.26;-65.49;-46.16;-0.81;-0.88;0.17;16.16;-43.23;-31.52;-0.82;-0.91;0.19;
27.44;40.37;-2.26;-0.63;-0.61;-0.03;44.51;1.89;-10.98;-0.70;-0.66;-0.03;
-31.28;73.72;27.62;-0.61;-0.64;0.02;-8.78;44.94;17.07;-0.60;-0.59;-0.07;
-49.88;-5.00;1.52;-0.84;-0.87;0.22;-56.40;-9.45;14.51;-0.77;-0.80;0.14;
10.18;-95.79;-32.62;-1.01;-0.99;0.30;-23.78;-34.57;-11.28;-0.94;-1.10;0.32;
22.50;-91.04;-13.23;-0.92;-0.92;0.22;2.01;-59.63;-7.07;-0.95;-0.97;0.29;
48.66;-112.26;-18.41;-0.88;-0.84;0.19;21.65;-69.88;-19.94;-0.95;-0.98;0.29;
57.07;-31.40;-2.38;-0.81;-0.78;0.18;40.37;-53.54;-21.34;-0.91;-0.95;0.27;
44.15;-73.78;-7.68;-0.72;-0.72;-0.00;41.52;-106.04;-13.54;-0.82;-0.79;0.14;
48.66;-59.57;-2.99;-0.60;-0.57;-0.16;54.33;-111.52;-4.57;-0.79;-0.77;0.07;
40.55;-29.82;-13.84;-0.51;-0.51;-0.13;54.94;-41.46;-5.00;-0.63;-0.53;-0.09;
30.67;-27.80;-12.13;-0.52;-0.52;-0.12;50.18;-51.10;-1.59;-0.60;-0.54;-0.06;
18.48;20.91;-4.27;-0.51;-0.53;-0.15;43.11;-16.71;-8.35;-0.58;-0.57;-0.12;
6.46;22.80;3.60;-0.49;-0.52;-0.17;31.16;0.49;-7.68;-0.50;-0.50;-0.18;
-5.24;-6.04;7.07;-0.52;-0.54;-0.16;17.44;-20.00;-6.52;-0.50;-0.53;-0.15;
-16.65;20.98;17.13;-0.53;-0.52;-0.15;7.62;2.99;1.34;-0.51;-0.54;-0.18;
-17.44;8.72;7.07;-0.54;-0.54;-0.18;4.63;-3.66;4.15;-0.51;-0.51;-0.20;
-31.16;51.59;22.93;-0.59;-0.59;-0.12;-9.21;25.37;11.83;-0.50;-0.52;-0.20;
-42.26;64.70;19.33;-0.65;-0.62;-0.09;-18.96;31.65;17.56;-0.54;-0.54;-0.19;
-53.17;92.20;30.00;-0.71;-0.60;-0.08;-32.68;67.20;21.71;-0.58;-0.58;-0.20;
-57.62;56.71;10.24;-0.79;-0.73;0.06;-53.66;46.83;33.90;-0.66;-0.64;-0.04;
-42.01;65.73;-10.00;-1.04;-0.94;0.10;-53.29;77.74;-7.32;-0.87;-0.76;-0.04;
5.24;-56.71;-14.51;-1.12;-1.05;0.29;-34.51;62.01;3.35;-1.07;-0.97;0.25;
75.18;-258.84;-30.43;-0.96;-0.88;0.18;28.54;-142.74;-44.39;-1.10;-1.15;0.39;
79.94;-226.10;-6.65;-0.78;-0.70;-0.20;83.84;-271.22;-32.68;-0.90;-0.85;0.07;
44.88;-83.05;15.12;-0.50;-0.55;-0.39;72.99;-183.66;5.06;-0.63;-0.56;-0.25;
33.35;-64.82;7.07;-0.52;-0.48;-0.46;58.84;-159.88;1.59;-0.63;-0.62;-0.23;
17.13;-45.18;-10.12;-0.69;-0.73;-0.03;21.04;-64.70;-9.82;-0.69;-0.76;0.03;
-17.44;34.33;6.22;-0.65;-0.73;0.04;-3.66;29.88;6.52;-0.63;-0.68;-0.03;
1.83;21.22;4.45;-0.66;-0.81;0.11;2.68;5.43;-16.04;-0.65;-0.79;0.08;
-7.20;5.43;-9.27;-0.57;-0.91;0.14;0.73;-0.06;-0.61;-0.59;-0.89;0.16;
0.24;0.18;-0.24;-0.61;-0.88;0.17;0.18;0.73;-0.37;-0.61;-0.88;0.17;
0.18;0.73;-0.37;-0.60;-0.89;0.17;0.12;0.00;0.06;-0.60;-0.88;0.17;
0.55;0.24;0.00;-0.61;-0.88;0.16;0.73;-0.24;0.12;-0.60;-0.89;0.17;
0.79;-0.18;0.37;-0.61;-0.88;0.16;0.43;-0.18;-0.06;-0.61;-0.88;0.17;
0.55;0.18;0.06;-0.60;-0.88;0.17;6.28;0.85;3.78;-0.62;-0.87;0.17;
0.55;-0.18;-0.12;-0.61;-0.88;0.17;0.30;0.24;-0.73;-0.61;-0.88;0.17;
0.49;-0.12;-0.12;-0.60;-0.88;0.17;0.37;-0.73;0.12;-0.61;-0.88;0.17;
0.30;0.06;-0.12;-0.60;-0.89;0.19;0.30;0.06;0.00;-0.61;-0.89;0.16;
0.55;0.12;-0.06;-0.61;-0.89;0.17;0.85;0.06;0.37;-0.61;-0.87;0.17;
0.79;0.37;-0.49;-0.61;-0.87;0.17;0.18;0.18;-0.06;-0.61;-0.88;0.17;
