0.55;0.06;0.24;-0.44;0.90;0.09;
0.37;-0.30;-0.12;-0.44;0.90;0.09;
0.06;-0.30;-0.24;-0.44;0.90;0.10;
0.24;0.30;-0.24;-0.43;0.90;0.09;
0.18;-0.30;-0.37;-0.44;0.90;0.09;
-0.24;-0.18;-0.06;-0.44;0.90;0.07;
0.24;-0.24;0.18;-0.44;0.90;0.09;
1.28;-2.99;-0.49;-0.46;0.90;0.05;
4.82;0.37;2.99;-0.42;0.92;0.06;
-0.67;-0.67;-0.61;-0.43;0.90;0.07;
3.60;0.18;2.62;-0.45;0.89;0.08;
3.41;0.98;2.50;-0.43;0.91;0.07;
0.61;-0.30;0.06;-0.44;0.90;0.08;
7.01;-51.59;-1.83;-0.36;0.93;0.15;
1.10;0.12;0.18;-0.43;0.91;0.07;
0.30;0.30;-0.06;-0.43;0.91;0.07;
-5.85;-1.89;-6.16;-0.42;0.90;0.10;
0.24;0.06;-0.55;-0.43;0.91;0.07;
-0.37;-0.12;-0.37;-0.43;0.91;0.07;
0.67;0.24;-0.12;-0.43;0.91;0.07;
0.06;-0.24;-0.24;-0.42;0.91;0.07;
0.67;0.30;-0.30;-0.43;0.91;0.07;
0.43;-0.24;0.00;-0.43;0.91;0.07;
0.37;-0.61;-0.06;-0.43;0.90;0.07;
0.18;0.06;-0.37;-0.43;0.90;0.08;
0.55;-0.24;-0.24;-0.43;0.91;0.08;
0.43;-0.30;-0.49;-0.42;0.90;0.07;
0.37;-0.30;-1.10;-0.43;0.91;0.08;
