-0.30;0.61;-0.73;0.32;-0.03;-0.93;0.18;0.00;-1.16;0.32;-0.02;-0.92;-0.06;0.55;-1.46;0.33;-0.03;-0.94;-0.24;0.73;-0.67;0.33;-0.03;-0.93
-0.12;-0.18;-0.73;0.32;-0.03;-0.92;-0.24;0.61;-1.46;0.33;-0.03;-0.94;-0.61;0.61;-0.91;0.31;-0.03;-0.92;-0.12;0.30;-0.37;0.33;-0.04;-0.93
-0.30;0.43;-0.85;0.33;-0.03;-0.92;-0.73;0.85;-1.34;0.33;-0.03;-0.94;-0.18;0.00;-0.79;0.32;-0.04;-0.93;-0.37;0.98;-0.85;0.33;-0.03;-0.94
-0.06;0.43;-0.43;0.34;-0.03;-0.95;-0.06;0.61;-1.34;0.32;-0.03;-0.92;-0.73;0.24;-0.98;0.33;-0.04;-0.92;-0.18;1.22;-0.85;0.32;-0.03;-0.93
-0.67;0.85;-0.79;0.32;-0.03;-0.93;-0.37;0.24;-0.55;0.32;-0.03;-0.92;-0.06;0.79;-0.79;0.32;-0.03;-0.93;-0.18;0.37;-0.79;0.32;-0.03;-0.92
-0.24;0.79;-1.46;0.32;-0.03;-0.92;0.06;0.49;-0.79;0.32;-0.03;-0.92;-0.43;0.79;-0.85;0.33;-0.04;-0.94;-0.24;1.04;-0.61;0.33;-0.03;-0.93
-0.55;0.73;-0.85;0.33;-0.04;-0.94;-0.49;0.12;-0.98;0.32;-0.03;-0.93;-0.12;0.43;-0.91;0.32;-0.04;-0.93;-0.43;1.22;-1.04;0.33;-0.03;-0.93
-0.43;0.49;-1.16;0.32;-0.03;-0.93;-0.37;0.30;-1.04;0.32;-0.03;-0.92;-0.12;0.30;-0.55;0.33;-0.03;-0.93;-0.18;0.73;-1.28;0.32;-0.03;-0.92
-0.37;0.91;-0.55;0.32;-0.03;-0.93;-0.79;0.24;-0.91;0.32;-0.04;-0.93;-0.24;0.18;-0.79;0.33;-0.04;-0.92;-0.67;0.37;-0.98;0.32;-0.03;-0.92
-0.37;0.79;-0.85;0.32;-0.03;-0.93;-0.06;0.12;-0.55;0.33;-0.03;-0.93;-0.24;0.91;-0.73;0.33;-0.03;-0.93;-0.30;0.18;-0.79;0.31;-0.04;-0.91
-0.37;0.61;-1.40;0.33;-0.03;-0.93;-0.06;0.61;-0.49;0.34;-0.04;-0.94;-0.37;0.98;-1.22;0.32;-0.03;-0.93;0.06;-0.06;-0.79;0.32;-0.03;-0.92
0.37;0.06;-1.04;0.33;-0.03;-0.93;-0.30;0.61;-0.85;0.33;-0.03;-0.93;-0.98;0.73;-1.10;0.32;-0.03;-0.92;-0.18;0.37;-0.61;0.33;-0.04;-0.93
-0.61;0.73;-0.98;0.32;-0.04;-0.94;-0.30;0.18;-0.91;0.32;-0.03;-0.92;-0.18;0.55;-0.24;0.33;-0.03;-0.93;-0.49;0.73;-0.98;0.32;-0.03;-0.93
-0.18;0.79;-0.91;0.33;-0.03;-0.93;-0.30;0.37;-0.91;0.33;-0.03;-0.93;-0.61;0.91;-1.40;0.32;-0.03;-0.94;-0.43;0.43;-0.49;0.31;-0.03;-0.91
-0.12;0.43;-0.73;0.32;-0.03;-0.92;-0.12;0.30;-0.91;0.33;-0.03;-0.93;-0.30;0.79;-0.91;0.32;-0.03;-0.93;-0.30;0.12;-0.30;0.33;-0.03;-0.92
-0.61;1.10;-0.91;0.32;-0.03;-0.94;-0.55;0.24;-0.91;0.32;-0.03;-0.92;-0.73;0.67;-0.85;0.33;-0.04;-0.94;0.18;0.67;-1.22;0.32;-0.03;-0.92
