-0.30;-0.06;0.37;0.34;-0.02;-0.91;
-0.49;0.24;0.18;0.34;-0.02;-0.91;
-0.49;0.06;0.30;0.35;-0.02;-0.92;
-0.67;0.61;-0.06;0.34;-0.02;-0.92;
0.00;0.00;0.30;0.35;-0.02;-0.90;
-0.18;0.00;0.30;0.35;-0.02;-0.92;
-0.30;0.30;0.06;0.34;-0.01;-0.91;
-0.49;0.37;0.18;0.34;-0.03;-0.91;
-0.18;-0.37;0.43;0.35;-0.02;-0.91;
-0.24;0.12;0.00;0.33;-0.02;-0.90;
0.00;0.67;0.24;0.34;-0.03;-0.92;
-0.49;0.18;0.49;0.33;-0.02;-0.92;
0.43;-0.37;0.30;0.34;-0.03;-0.93;
-0.18;0.18;0.06;0.34;-0.02;-0.90;
-0.67;0.30;0.55;0.33;-0.02;-0.92;
-0.67;0.43;-0.12;0.34;-0.01;-0.91;
-0.12;0.55;0.00;0.34;-0.03;-0.91;
0.06;0.37;0.91;0.34;-0.02;-0.91;
-0.49;0.30;0.55;0.34;-0.01;-0.90;
-0.06;0.24;0.67;0.34;-0.02;-0.91;
0.18;0.12;0.61;0.35;-0.02;-0.91;
-0.37;-0.12;0.06;0.34;-0.02;-0.91;
-0.98;0.67;0.61;0.35;-0.02;-0.90;
-0.55;0.12;0.30;0.34;-0.02;-0.92;
-0.43;0.85;0.61;0.33;-0.02;-0.91;
-0.12;0.30;0.00;0.34;-0.02;-0.91;
-0.43;0.18;-0.18;0.34;-0.02;-0.90;
-0.67;0.55;0.18;0.34;-0.02;-0.91;
-0.30;0.37;0.12;0.33;-0.02;-0.92;
-0.43;0.49;0.00;0.34;-0.01;-0.92;
-1.34;0.18;-0.24;0.34;-0.02;-0.91;
-0.12;0.06;-0.30;0.34;-0.02;-0.91;
-0.61;0.85;0.30;0.35;-0.02;-0.91;
-0.37;-0.24;0.24;0.35;-0.02;-0.91;
0.06;-0.30;0.37;0.34;-0.03;-0.90;
-0.79;0.43;0.85;0.34;-0.02;-0.91;
-0.85;0.12;0.12;0.34;-0.02;-0.90;
-0.06;0.00;0.30;0.34;-0.01;-0.92;
0.06;0.06;0.18;0.34;-0.02;-0.91;
-0.24;0.00;0.30;0.34;-0.02;-0.91;
-1.04;-0.18;0.06;0.34;-0.02;-0.90;
-0.37;0.12;0.43;0.33;-0.02;-0.92;
-0.43;0.49;0.49;0.35;-0.02;-0.91;
-0.98;1.95;0.67;0.34;-0.01;-0.91;
-0.79;0.49;0.49;0.33;-0.02;-0.91;
-0.79;0.12;0.24;0.33;-0.02;-0.91;
-0.12;0.37;0.55;0.35;-0.02;-0.91;
-0.30;0.18;0.30;0.35;-0.02;-0.91;
-0.85;0.18;0.37;0.34;-0.02;-0.90;
0.18;0.12;0.49;0.34;-0.02;-0.91;
-0.12;0.12;0.18;0.34;-0.02;-0.91;
-0.98;0.12;0.30;0.33;-0.02;-0.90;
-0.73;-0.18;0.12;0.34;-0.02;-0.90;
-0.91;0.55;0.43;0.34;-0.02;-0.91;
0.37;-0.18;0.67;0.34;-0.02;-0.91;
-0.55;0.61;0.30;0.34;-0.02;-0.90;
