-0.30;1.71;1.83;-0.19;-0.02;-0.98;-0.49;-0.43;-0.43;-0.20;-0.02;-0.98;-0.55;-1.59;-0.91;-0.19;-0.03;-0.97;
-0.61;0.12;-0.18;-0.19;-0.02;-0.98;0.00;-0.24;0.30;-0.20;-0.02;-0.98;-0.43;0.06;-0.30;-0.19;-0.02;-0.98;
-0.79;-0.49;-0.06;-0.20;-0.02;-0.98;-0.79;-0.37;0.37;-0.19;-0.02;-0.97;0.18;0.43;-0.30;-0.19;-0.03;-0.98;
-0.79;0.06;-0.06;-0.19;-0.02;-0.97;-0.24;-0.12;-0.12;-0.19;-0.02;-0.97;-0.24;-0.30;0.00;-0.19;-0.02;-0.97;
0.24;-0.24;-0.06;-0.20;-0.03;-0.97;-0.24;-0.73;0.12;-0.20;-0.02;-0.97;0.00;-0.61;-0.24;-0.20;-0.02;-0.97;
2.26;1.52;-0.12;-0.19;-0.01;-0.98;-0.06;-0.24;-0.30;-0.19;-0.02;-0.98;-0.30;0.00;-0.06;-0.20;-0.02;-0.99;
-10.98;-0.30;0.30;-0.20;-0.05;-0.94;7.99;2.20;-1.16;-0.19;-0.04;-0.97;-6.46;-1.22;1.40;-0.19;-0.02;-0.98;
-0.37;-0.18;-0.61;-0.20;-0.03;-0.97;0.24;0.18;0.06;-0.19;-0.03;-0.97;-0.79;0.43;-0.12;-0.18;-0.04;-0.97;
0.12;0.12;0.37;-0.18;-0.03;-0.98;-0.43;-0.37;0.18;-0.19;-0.03;-0.97;-0.73;-0.12;-0.18;-0.20;-0.03;-0.98;
-0.43;0.00;0.00;-0.19;-0.03;-0.98;-0.91;-0.61;0.37;-0.18;-0.03;-0.97;-0.30;0.18;-0.55;-0.20;-0.04;-0.98;
-0.30;-0.49;0.18;-0.19;-0.03;-0.99;-0.43;0.18;0.37;-0.19;-0.03;-0.98;0.06;0.37;0.18;-0.19;-0.03;-0.98;
-0.24;-0.30;0.61;-0.19;-0.03;-0.98;-0.37;0.06;-0.06;-0.19;-0.03;-0.97;-0.49;-0.24;0.00;-0.19;-0.03;-0.97;
0.12;-0.73;0.49;-0.18;-0.03;-0.97;-0.55;0.00;-0.06;-0.19;-0.03;-0.97;-0.18;-0.24;0.43;-0.18;-0.04;-0.98;
-0.37;0.73;0.06;-0.19;-0.03;-0.98;-0.73;0.12;0.61;-0.19;-0.03;-0.98;-0.73;-0.30;0.18;-0.19;-0.03;-0.98;
-0.61;-0.79;-0.18;-0.20;-0.03;-0.98;-0.06;0.06;0.30;-0.18;-0.03;-0.97;-0.43;-0.12;-0.06;-0.19;-0.04;-0.98;
-0.18;-0.49;0.12;-0.19;-0.03;-0.97;-0.18;-0.12;-0.06;-0.19;-0.03;-0.98;-0.73;-0.06;0.18;-0.18;-0.03;-0.97;
-0.30;0.00;0.06;-0.20;-0.03;-0.97;0.12;-0.85;0.43;-0.18;-0.03;-0.98;-0.79;0.43;0.00;-0.19;-0.04;-0.98;
-0.49;0.06;-0.06;-0.19;-0.03;-0.98;-0.30;-0.30;-0.06;-0.18;-0.03;-0.97;0.12;-0.24;-0.06;-0.19;-0.02;-0.98;
0.49;-0.12;-0.12;-0.19;-0.03;-0.98;1.04;0.24;-0.12;-0.19;-0.03;-0.98;-1.28;-0.12;0.67;-0.19;-0.03;-0.99;
0.06;-0.12;-0.30;-0.18;-0.03;-0.98;-0.61;-0.12;-0.24;-0.19;-0.04;-0.98;-0.18;-0.12;-0.43;-0.19;-0.03;-0.98;
-0.12;0.18;0.12;-0.19;-0.04;-0.98;-0.61;-0.18;0.37;-0.20;-0.04;-0.98;-0.18;-0.49;0.00;-0.20;-0.03;-0.99;
0.06;-0.12;0.37;-0.17;-0.03;-0.98;-0.61;0.00;0.06;-0.18;-0.03;-0.96;-0.30;-0.30;-0.37;-0.19;-0.04;-0.98;
-0.49;0.24;0.37;-0.18;-0.03;-0.97;-0.18;0.06;0.06;-0.19;-0.03;-0.97;-0.85;-0.24;-0.12;-0.19;-0.03;-0.97;
-0.06;-0.18;-0.49;-0.19;-0.03;-0.97;-0.30;-0.37;0.12;-0.18;-0.03;-0.97;-0.06;-0.37;-0.06;-0.19;-0.03;-0.98;
-0.30;-0.49;0.49;-0.17;-0.04;-0.97;0.30;-0.06;0.12;-0.19;-0.03;-0.98;-0.37;0.06;0.06;-0.18;-0.03;-0.97;
-0.12;-0.67;-0.12;-0.19;-0.03;-0.98;-0.98;0.00;-0.06;-0.18;-0.03;-0.98;-0.30;-0.06;-0.30;-0.18;-0.04;-0.97;
-0.49;-0.37;0.43;-0.19;-0.03;-0.98;-0.61;-0.30;0.00;-0.19;-0.03;-0.97;-0.79;-0.49;-0.67;-0.19;-0.03;-0.97;
-0.06;-0.06;0.30;-0.19;-0.03;-0.98;-0.43;-0.12;0.06;-0.19;-0.03;-0.98;-0.30;-0.18;-0.49;-0.19;-0.03;-0.97;
-0.67;0.06;-0.06;-0.18;-0.04;-0.98;-0.24;-0.12;0.18;-0.19;-0.04;-0.97;-0.30;-0.24;-0.12;-0.19;-0.04;-0.97;
-0.06;-0.06;-0.24;-0.18;-0.04;-0.99;-0.12;-0.18;0.30;-0.18;-0.03;-0.98;-0.67;-0.06;0.49;-0.18;-0.04;-0.97;
-0.30;-0.30;-0.24;-0.18;-0.03;-0.97;-1.10;-0.49;-0.06;-0.19;-0.03;-0.97;-0.06;0.06;0.30;-0.19;-0.03;-0.97;
-0.55;-0.18;-0.24;-0.18;-0.03;-0.97;0.12;0.00;0.00;-0.18;-0.03;-0.98;-0.18;-0.24;0.24;-0.19;-0.04;-0.97;
-0.79;-0.12;-0.67;-0.19;-0.04;-0.97;-0.43;-0.18;0.30;-0.18;-0.03;-0.98;-0.67;0.24;0.30;-0.18;-0.03;-0.97;
-0.49;-0.06;0.18;-0.19;-0.03;-0.98;-0.18;-0.12;0.00;-0.18;-0.03;-0.97;-0.24;-0.61;-0.37;-0.18;-0.03;-0.97;
-0.24;0.30;0.79;-0.19;-0.03;-0.97;-0.18;0.00;-0.12;-0.19;-0.03;-0.97;-0.37;-0.18;-0.12;-0.18;-0.03;-0.98;
0.24;-0.12;0.24;-0.18;-0.03;-0.96;0.00;0.00;0.00;-0.18;-0.04;-0.98;-0.61;-0.30;-0.12;-0.19;-0.03;-0.97;
-0.73;-0.24;0.12;-0.18;-0.03;-0.98;-0.30;-0.24;0.12;-0.18;-0.03;-0.98;0.06;-0.06;0.37;-0.19;-0.03;-0.98;
-3.11;-0.06;-0.37;-0.19;-0.03;-0.98;-6.04;-2.80;2.32;-0.19;-0.02;-0.96;-29.57;-10.98;7.01;-0.21;-0.03;-0.98;
71.28;29.02;-23.54;-0.20;-0.06;-0.96;-128.48;-35.55;26.59;-0.14;-0.08;-0.96;-53.72;-29.94;16.34;-0.16;0.02;-1.00;
-51.59;-19.45;11.83;-0.19;-0.01;-0.95;14.76;3.54;-3.66;-0.18;-0.02;-0.92;-30.43;-13.90;6.28;-0.19;-0.02;-0.99;
-0.24;-0.06;0.12;-0.19;-0.02;-0.97;-0.55;-0.67;-0.12;-0.18;-0.02;-0.97;-0.67;0.30;0.30;-0.19;-0.01;-0.99;
-0.30;-0.24;0.43;-0.19;-0.02;-0.98;-0.24;-0.43;0.61;-0.18;-0.01;-0.97;-0.55;-0.43;0.30;-0.18;-0.01;-0.97;
-0.49;-0.24;0.00;-0.18;-0.02;-0.97;-0.49;-0.24;0.06;-0.18;-0.02;-0.98;-0.55;-0.43;0.24;-0.18;-0.02;-0.98;
-0.73;-0.79;-0.24;-0.18;-0.02;-0.98;0.18;-0.55;-0.12;-0.19;-0.02;-0.97;-0.12;0.00;-0.12;-0.19;-0.02;-0.98;
2.80;1.16;-0.43;-0.19;-0.03;-0.98;11.22;4.76;-2.32;-0.18;-0.04;-0.97;-4.94;-1.83;0.98;-0.17;-0.03;-0.98;
-6.16;-2.07;1.89;-0.20;-0.04;-0.99;-10.30;-3.54;2.50;-0.17;-0.03;-0.98;-29.02;-10.18;5.00;-0.19;-0.03;-0.97;
-13.23;-4.21;2.56;-0.19;-0.04;-0.98;-11.22;-5.24;2.44;-0.19;-0.02;-0.98;-6.95;-2.62;1.04;-0.18;-0.02;-0.97;
-1.95;-1.04;0.49;-0.19;-0.02;-0.96;-0.12;0.00;-0.06;-0.19;-0.01;-0.97;-0.24;-1.16;0.12;-0.18;-0.01;-0.97;
1.59;0.12;-0.43;-0.19;-0.02;-0.98;3.05;1.46;-0.73;-0.18;-0.03;-0.98;5.00;1.34;-1.22;-0.19;-0.03;-0.98;
8.35;2.80;-2.68;-0.18;-0.02;-0.98;-8.72;-3.48;1.46;-0.18;-0.03;-0.98;7.20;2.38;-1.46;-0.18;-0.04;-0.97;
-3.84;-1.40;0.61;-0.19;-0.06;-1.00;-4.15;-1.04;-0.67;-0.19;-0.04;-0.98;24.70;8.41;-5.61;-0.18;-0.03;-0.97;
-12.62;-4.09;1.77;-0.18;-0.03;-0.98;29.45;16.95;-7.07;-0.19;0.02;-1.01;33.17;10.12;-6.46;-0.18;-0.03;-0.96;
15.61;6.10;-2.56;-0.18;-0.04;-0.97;-16.89;-5.12;3.29;-0.18;-0.04;-0.99;-14.76;-4.63;2.99;-0.18;-0.03;-0.98;
12.26;3.23;-2.20;-0.18;-0.01;-0.98;-25.55;-6.52;3.11;-0.18;0.05;-0.94;1.65;-0.85;-0.67;-0.19;-0.02;-0.99;
19.76;6.95;-3.96;-0.18;-0.02;-0.98;3.23;1.04;-0.24;-0.18;-0.04;-0.98;-16.40;-6.04;3.96;-0.18;-0.03;-0.98;
-22.87;-7.87;4.88;-0.19;-0.03;-0.98;25.37;-5.30;-7.20;-0.18;-0.05;-1.03;16.59;4.02;-4.51;-0.19;-0.02;-0.99;
-0.24;-0.24;0.49;-0.19;-0.01;-0.97;0.85;-0.43;0.18;-0.18;-0.02;-0.98;8.78;3.23;-2.07;-0.18;-0.02;-0.97;
15.24;5.12;-2.87;-0.19;-0.03;-0.98;2.07;0.61;-0.18;-0.18;-0.03;-0.98;-15.55;-5.12;3.35;-0.18;-0.03;-0.98;
-4.94;-0.98;0.98;-0.19;-0.02;-0.98;-7.13;-2.50;0.98;-0.19;-0.02;-0.98;0.91;-0.12;0.30;-0.19;-0.02;-0.98;
-15.73;-5.49;2.99;-0.19;-0.02;-0.98;4.57;0.61;-1.28;-0.19;-0.01;-0.96;-0.18;-0.98;0.06;-0.19;-0.01;-0.98;
-5.67;-2.80;1.10;-0.18;-0.02;-0.98;8.35;3.72;-1.71;-0.19;-0.02;-0.97;3.17;1.28;-0.43;-0.18;-0.02;-0.99;
6.10;2.13;-1.22;-0.19;-0.02;-0.98;2.01;0.49;-0.79;-0.19;-0.02;-0.98;2.01;0.79;-0.37;-0.18;-0.03;-0.97;
0.98;0.12;0.12;-0.19;-0.02;-0.98;2.20;0.79;-0.24;-0.18;-0.02;-0.97;-8.17;-2.32;1.83;-0.18;-0.02;-0.97;
