0.18;-0.43;0.12;0.13;-0.09;1.02;0.43;-0.67;-0.18;0.13;-0.08;1.02;0.49;-0.12;0.30;0.14;-0.09;1.02;0.30;-0.73;0.24;0.13;-0.09;1.03;
0.49;-0.30;0.37;0.14;-0.10;1.02;0.18;-0.37;-0.18;0.13;-0.08;1.02;0.43;-0.18;0.55;0.13;-0.09;1.03;0.06;-0.67;0.18;0.14;-0.08;1.04;
0.37;-0.30;0.18;0.14;-0.09;1.03;0.18;0.12;0.79;0.13;-0.09;1.03;0.24;-0.43;0.37;0.13;-0.09;1.04;-0.06;-0.43;0.37;0.13;-0.09;1.03;
0.18;-0.18;0.24;0.13;-0.09;1.03;0.37;-0.18;0.30;0.13;-0.09;1.03;0.18;-0.37;0.18;0.12;-0.09;1.03;0.30;-0.37;0.49;0.14;-0.09;1.04;
0.12;-0.24;0.73;0.14;-0.09;1.04;0.37;-0.12;0.79;0.13;-0.09;1.03;0.18;-0.12;0.24;0.13;-0.09;1.03;0.18;0.06;0.43;0.13;-0.09;1.03;
0.37;-0.18;0.18;0.13;-0.09;1.03;0.12;-0.30;0.18;0.13;-0.09;1.02;-0.06;-0.24;0.18;0.13;-0.09;1.03;0.37;-0.49;0.30;0.13;-0.09;1.03;
0.79;-0.67;0.06;0.14;-0.09;1.02;0.24;-0.49;0.12;0.14;-0.09;1.02;0.55;-0.18;0.06;0.13;-0.09;1.04;0.43;-0.49;0.37;0.12;-0.08;1.03;
0.37;-0.30;0.24;0.13;-0.09;1.03;0.18;-0.06;0.12;0.14;-0.09;1.03;0.67;-0.49;0.06;0.13;-0.08;1.03;0.37;-0.61;0.43;0.14;-0.09;1.04;
0.12;-0.49;0.06;0.13;-0.09;1.03;0.06;-0.12;0.55;0.14;-0.09;1.02;-0.12;0.24;0.18;0.12;-0.09;1.03;0.30;-0.12;0.55;0.14;-0.09;1.02;
4.39;-2.68;-1.40;0.15;-0.03;1.03;0.30;-0.37;0.12;0.13;-0.08;1.04;0.30;-0.55;0.12;0.13;-0.09;1.03;0.49;-0.24;0.24;0.13;-0.09;1.03;
-0.06;-0.06;0.00;0.13;-0.09;1.04;0.24;-0.49;0.06;0.13;-0.09;1.03;0.12;-0.37;-0.06;0.14;-0.09;1.03;0.37;-0.43;-0.12;0.14;-0.09;1.04;
0.24;-0.12;0.55;0.13;-0.09;1.03;0.43;-0.24;0.43;0.13;-0.09;1.03;-0.30;-0.61;0.24;0.13;-0.10;1.03;0.30;-0.61;0.06;0.14;-0.08;1.03;
-0.18;0.18;0.24;0.13;-0.10;1.03;0.30;-0.12;0.24;0.13;-0.09;1.03;0.55;-0.37;0.06;0.14;-0.09;1.04;0.12;-0.43;0.55;0.13;-0.09;1.03;
0.37;-0.24;0.30;0.14;-0.09;1.03;0.06;-0.37;0.18;0.13;-0.09;1.04;0.30;-0.30;0.37;0.13;-0.10;1.04;0.37;-0.49;0.06;0.14;-0.09;1.03;
0.30;-0.43;0.67;0.13;-0.09;1.03;0.30;-0.24;0.49;0.14;-0.09;1.04;0.00;-0.55;0.24;0.13;-0.09;1.03;0.43;-0.43;0.12;0.13;-0.09;1.04;
0.00;-0.24;0.85;0.13;-0.09;1.03;0.37;-0.18;0.73;0.14;-0.09;1.03;0.37;-0.37;0.12;0.13;-0.09;1.04;0.24;-0.37;0.18;0.13;-0.09;1.04;
0.18;-0.37;0.12;0.14;-0.09;1.02;0.49;-0.43;0.06;0.14;-0.09;1.02;0.06;-0.06;0.18;0.13;-0.09;1.03;0.43;-0.30;0.18;0.14;-0.09;1.03;
0.43;-0.18;0.49;0.12;-0.09;1.03;-0.18;-0.55;0.61;0.13;-0.09;1.04;0.30;-0.43;0.30;0.13;-0.09;1.04;0.18;-0.12;0.37;0.13;-0.09;1.03;
0.00;-0.43;0.24;0.13;-0.09;1.03;0.12;-0.37;0.24;0.13;-0.10;1.02;0.00;0.37;0.18;0.13;-0.08;1.03;-0.06;-0.18;0.24;0.13;-0.09;1.02;
0.00;-0.06;0.55;0.14;-0.09;1.04;0.24;-0.55;0.30;0.13;-0.10;1.03;0.18;-0.30;0.55;0.13;-0.09;1.03;0.43;-0.43;0.55;0.13;-0.09;1.04;
0.49;-0.43;0.30;0.13;-0.09;1.03;0.55;-0.37;0.18;0.12;-0.09;1.04;0.43;-0.55;0.37;0.13;-0.09;1.03;-0.12;0.00;0.49;0.14;-0.10;1.03;
0.06;-0.37;0.24;0.13;-0.09;1.03;0.61;-0.24;-0.18;0.13;-0.09;1.02;0.12;-0.18;0.00;0.13;-0.09;1.04;0.49;-0.30;0.43;0.13;-0.09;1.03;
0.43;-0.37;0.37;0.14;-0.10;1.04;0.37;-0.43;0.79;0.14;-0.09;1.03;0.49;-0.37;0.18;0.13;-0.08;1.04;0.12;0.06;0.30;0.13;-0.09;1.02;
0.37;-0.12;0.37;0.13;-0.09;1.03;-0.06;-0.12;0.12;0.13;-0.09;1.03;0.73;0.00;0.30;0.13;-0.09;1.03;0.49;-0.18;0.30;0.13;-0.09;1.03;
0.12;-0.37;0.30;0.14;-0.09;1.03;-0.24;-0.30;0.61;0.14;-0.09;1.03;-0.18;-0.30;0.18;0.14;-0.09;1.03;0.18;-0.55;0.49;0.12;-0.09;1.04;
0.24;-0.49;0.30;0.13;-0.09;1.03;0.43;-0.24;0.24;0.13;-0.09;1.04;0.18;-0.37;0.43;0.13;-0.09;1.03;0.24;-0.24;0.00;0.14;-0.09;1.03;
0.49;-0.18;0.24;0.14;-0.08;1.03;0.61;-0.24;0.37;0.13;-0.08;1.03;0.30;-0.24;0.43;0.14;-0.10;1.03;0.00;-0.43;0.67;0.13;-0.09;1.03;
