-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.0026.65;19.21;19.33;0.80;0.16;-0.02-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.00280.73;180.24;1138.96;1.07;0.28;0.11-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.0068.96;33.48;318.17;0.58;0.97;0.76-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.00137.99;-131.65;-56.95;0.49;0.26;0.53-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.00-54.70;-38.84;17.32;0.86;0.42;0.65-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.001.95;-12.87;-15.79;0.65;0.27;0.65-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.0032.99;-21.95;-60.67;0.58;0.08;0.71-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.0011.40;-32.87;-21.83;0.89;0.27;0.55-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.005.00;10.37;-35.24;0.60;0.25;0.69-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.0013.17;14.51;-31.89;0.90;0.20;0.48-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.004.21;-14.33;6.52;0.90;0.25;0.54-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.00-56.46;-3.84;38.48;0.63;0.12;0.37-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.00-11.71;4.82;-15.06;0.81;0.20;0.58-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.006.89;9.45;-18.72;0.70;0.30;0.60-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.00-26.04;-19.88;27.13;0.91;0.14;0.56-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.00-29.82;-101.46;67.01;0.81;0.21;0.72-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.00152.74;-106.65;-133.90;1.27;0.17;0.50-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.0018.35;18.96;26.28;0.68;0.69;0.20-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.00-22.13;12.44;-7.68;0.69;0.76;0.37-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.0010.30;3.41;-0.43;0.68;0.63;0.38-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.000.18;-0.91;2.80;0.58;0.72;0.34-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
