-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.003.17;-1.28;-1.10;-0.32;0.73;0.57-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.000.55;1.89;-1.10;-0.32;0.73;0.57-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.001.34;-0.30;-0.37;-0.32;0.74;0.56-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.00-0.06;-0.67;1.65;-0.33;0.72;0.58-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.000.00;0.30;0.43;-0.33;0.73;0.58-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.004.94;-4.57;-7.62;-0.31;0.76;0.57-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.0057.01;84.09;-84.88;-0.15;0.93;0.48-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.00-212.07;-51.59;-369.15;-0.17;0.66;1.34-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.00-16.04;52.26;-163.90;1.13;0.75;1.25-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
-0.06;-0.06;-0.06;-0.00;-0.00;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000.00;0.00;0.00;0.00;0.00;0.00354.51;-51.04;350.85;2.00;0.39;1.02-0.06;-0.06;-0.06;-0.00;-0.00;-0.00
