0.12;-0.79;0.12;-0.20;-0.92;-0.29;0.37;-0.67;-0.12;-0.20;-0.92;-0.28;0.00;-0.49;-0.98;-0.19;-0.92;-0.29;0.18;-0.30;-1.16;-0.20;-0.92;-0.28;0.79;-0.30;-0.98;-0.20;-0.92;-0.28;
-0.37;-0.67;-1.34;-0.20;-0.91;-0.28;0.06;-0.67;-0.91;-0.20;-0.92;-0.28;0.06;-0.06;-0.61;-0.20;-0.92;-0.28;0.30;-0.43;-1.04;-0.20;-0.91;-0.28;0.37;-0.30;-0.98;-0.20;-0.93;-0.28;
0.18;-0.43;-1.40;-0.21;-0.92;-0.28;0.24;0.43;-0.79;-0.20;-0.92;-0.29;-0.06;-0.49;-1.04;-0.20;-0.92;-0.29;-0.18;-0.79;-0.91;-0.20;-0.91;-0.28;0.24;-0.91;-1.40;-0.20;-0.92;-0.26;
0.49;-0.43;-0.98;-0.20;-0.92;-0.28;0.49;-0.49;-0.79;-0.20;-0.92;-0.28;0.18;-0.49;-0.73;-0.20;-0.91;-0.29;-0.06;-0.49;-1.28;-0.20;-0.91;-0.28;-0.06;-0.06;-0.61;-0.20;-0.91;-0.28;
-0.30;-0.24;-0.67;-0.19;-0.92;-0.28;0.18;-0.37;-1.16;-0.19;-0.91;-0.28;0.06;-0.55;-1.52;-0.20;-0.92;-0.29;0.37;-0.18;-0.73;-0.19;-0.92;-0.28;-0.49;-0.73;-0.98;-0.20;-0.92;-0.27;
-0.24;-0.55;-1.16;-0.20;-0.93;-0.28;-4.27;0.43;0.67;-0.20;-0.92;-0.29;-0.06;-0.24;-1.28;-0.20;-0.92;-0.28;-0.24;-0.85;-1.52;-0.20;-0.92;-0.28;0.98;-1.16;-1.10;-0.20;-0.92;-0.29;
0.79;0.06;-1.04;-0.20;-0.91;-0.28;-0.85;-0.18;-0.61;-0.20;-0.92;-0.29;1.16;-1.16;-1.28;-0.20;-0.92;-0.28;-0.91;-0.79;-0.61;-0.20;-0.91;-0.28;0.18;-0.30;-0.98;-0.21;-0.92;-0.28;
0.55;-0.18;-0.85;-0.20;-0.92;-0.28;0.00;-0.12;-1.04;-0.20;-0.91;-0.28;-0.61;-0.18;-0.98;-0.20;-0.91;-0.29;-0.18;-0.61;-1.04;-0.20;-0.92;-0.27;0.12;-0.61;-0.67;-0.20;-0.92;-0.27;
0.06;-0.37;-1.04;-0.19;-0.92;-0.28;0.24;-0.98;-1.04;-0.20;-0.91;-0.27;-0.24;-0.67;-0.49;-0.20;-0.93;-0.28;0.30;-0.61;-0.49;-0.20;-0.92;-0.28;-0.67;-0.49;-0.73;-0.19;-0.92;-0.27;
-0.18;0.00;-0.98;-0.21;-0.92;-0.28;0.98;-0.55;-1.77;-0.20;-0.92;-0.30;-0.30;-0.55;-0.79;-0.20;-0.92;-0.28;-0.67;-0.55;-1.10;-0.21;-0.92;-0.28;-0.73;-0.30;-1.34;-0.19;-0.91;-0.28;
