0.61;-0.12;-0.18;-0.07;0.92;0.39;
0.12;-0.30;-0.06;-0.08;0.93;0.40;
0.24;0.24;-0.06;-0.07;0.92;0.40;
0.61;0.18;0.00;-0.08;0.92;0.39;
-0.12;0.00;-0.30;-0.08;0.93;0.40;
0.37;-0.06;-0.37;-0.08;0.93;0.39;
-0.12;-0.43;-0.37;-0.08;0.93;0.39;
0.49;0.06;-0.06;-0.08;0.92;0.40;
0.18;-0.43;-0.30;-0.08;0.92;0.39;
0.18;0.30;-0.43;-0.08;0.93;0.39;
0.18;-0.12;-0.24;-0.09;0.93;0.39;
-1.10;-0.73;-1.28;-0.08;0.91;0.39;
0.30;0.37;-0.06;-0.07;0.92;0.39;
0.12;-0.06;-0.85;-0.08;0.92;0.39;
0.98;-0.12;-0.55;-0.07;0.92;0.40;
0.67;-0.30;0.00;-0.07;0.92;0.40;
0.67;-0.30;-0.06;-0.08;0.93;0.39;
-0.18;0.06;-0.61;-0.07;0.93;0.39;
-0.12;-0.18;-0.06;-0.07;0.93;0.39;
0.30;0.37;-0.18;-0.07;0.92;0.40;
-0.18;0.12;-0.37;-0.08;0.93;0.38;
0.00;0.30;-0.49;-0.08;0.93;0.40;
0.18;-0.61;-0.30;-0.07;0.93;0.40;
0.37;-0.18;-0.73;-0.08;0.94;0.39;
0.12;-0.06;-0.55;-0.07;0.92;0.39;
0.18;-0.18;-0.12;-0.08;0.93;0.40;
0.12;-0.06;-0.55;-0.07;0.92;0.38;
0.43;-0.24;0.06;-0.08;0.92;0.39;
