0.98;0.73;-1.16;0.64;0.67;0.37;0.98;-0.37;-0.30;0.53;0.56;-0.59;0.49;0.12;-0.98;-0.34;0.18;-0.89;-0.49;-1.04;0.49;0.06;-0.97;-0.26;0.49;-0.18;-0.12;0.17;-0.11;1.02;-1.46;0.37;1.34;0.82;0.52;0.17;0.00;-0.06;-0.37;-0.07;0.36;-0.94;-0.12;0.24;-0.06;0.27;0.41;0.88;
-0.85;0.67;-0.43;0.65;0.69;0.37;1.22;0.79;0.55;0.54;0.55;-0.60;-0.24;-0.43;-1.34;-0.34;0.18;-0.88;-0.43;-0.61;0.85;0.05;-0.97;-0.26;0.55;-0.67;0.55;0.17;-0.11;1.03;-0.67;0.73;1.46;0.84;0.52;0.18;0.43;-0.55;-0.30;-0.07;0.36;-0.93;0.06;0.18;-0.37;0.26;0.42;0.88;
-3.29;-0.30;0.55;0.64;0.70;0.37;0.12;0.30;-0.24;0.53;0.55;-0.60;0.49;-0.61;-1.71;-0.34;0.19;-0.89;0.18;-0.91;0.12;0.06;-0.98;-0.25;0.12;-0.18;0.12;0.18;-0.11;1.03;-1.46;0.61;1.59;0.82;0.52;0.18;0.55;0.12;0.30;-0.08;0.36;-0.93;0.49;0.49;-0.91;0.26;0.42;0.89;
-2.01;-1.46;2.44;0.64;0.68;0.39;-0.79;0.55;0.18;0.54;0.55;-0.60;0.06;-0.91;-0.37;-0.33;0.20;-0.88;2.01;-0.49;0.06;0.05;-0.98;-0.27;0.55;-0.43;-0.24;0.17;-0.11;1.03;-0.30;0.49;2.13;0.83;0.53;0.19;0.24;0.12;-0.12;-0.08;0.37;-0.93;-0.43;-0.49;-0.67;0.25;0.42;0.88;
-0.18;-0.85;1.16;0.64;0.68;0.38;0.43;0.55;0.43;0.53;0.55;-0.60;0.98;-1.28;-1.52;-0.34;0.19;-0.89;-0.06;-0.30;1.59;0.05;-0.97;-0.26;0.61;-0.24;0.43;0.17;-0.12;1.03;-0.49;0.98;1.40;0.82;0.54;0.18;0.49;-0.06;-0.06;-0.08;0.36;-0.92;0.06;0.06;-0.49;0.26;0.42;0.88;
2.13;5.49;12.74;0.70;0.63;0.44;-2.80;8.96;6.52;0.56;0.55;-0.58;-5.61;0.12;7.99;-0.38;0.21;-0.91;-12.13;12.80;-2.87;0.07;-0.99;-0.23;0.24;-0.43;0.37;0.18;-0.11;1.03;18.29;1.83;-0.49;0.85;0.55;0.13;0.61;-0.06;-0.06;-0.08;0.36;-0.93;-0.24;-0.55;-0.30;0.26;0.42;0.88;
-16.28;-9.39;17.32;0.77;0.57;0.39;7.56;10.00;-4.45;0.54;0.54;-0.55;5.85;-1.83;-12.01;-0.35;0.18;-0.89;9.82;1.34;-0.18;0.04;-0.96;-0.24;-4.63;-4.33;1.22;0.20;-0.14;1.02;19.21;16.52;1.95;0.85;0.50;0.16;-5.73;7.56;0.37;-0.09;0.35;-0.96;-3.29;-1.22;1.89;0.27;0.41;0.89;
-3.54;-3.29;-5.49;0.77;0.57;0.42;6.10;-2.62;1.40;0.53;0.58;-0.59;2.38;-1.65;-1.34;-0.33;0.15;-0.89;5.61;-1.10;-1.40;0.04;-0.98;-0.25;0.06;0.24;0.61;0.17;-0.12;1.02;-7.50;0.43;4.27;0.84;0.51;0.17;-0.55;0.12;0.12;-0.09;0.37;-0.94;0.30;0.30;-0.43;0.26;0.42;0.88;
-0.12;4.39;-5.91;0.74;0.56;0.41;-0.37;-3.72;7.74;0.49;0.59;-0.59;-2.38;2.20;0.98;-0.34;0.12;-0.91;0.98;-0.43;-1.22;0.05;-0.99;-0.23;0.55;0.49;0.06;0.17;-0.12;1.02;-5.91;-3.54;1.28;0.83;0.50;0.20;-0.12;0.00;0.30;-0.08;0.36;-0.92;0.91;0.00;-0.55;0.26;0.43;0.88;
3.41;11.46;-11.40;0.69;0.63;0.42;-2.13;-7.01;-4.21;0.51;0.58;-0.53;-8.60;2.44;0.30;-0.35;0.15;-0.87;9.57;-0.55;-5.61;0.07;-1.02;-0.22;-0.12;-0.06;0.43;0.17;-0.12;1.02;-11.89;2.50;5.49;0.82;0.52;0.20;0.73;-0.24;0.00;-0.08;0.36;-0.93;0.43;-0.24;-0.18;0.27;0.42;0.88;
