-0.43;0.18;0.24;-0.44;0.04;-0.89;0.30;0.24;0.24;0.25;-0.40;-0.87;0.49;-0.49;-0.73;0.15;-0.61;0.82;0.06;-0.37;0.18;0.21;0.38;0.90;0.30;-0.06;0.24;-0.02;-0.34;0.98;-0.06;0.30;3.84;-0.39;-0.89;0.41;0.37;0.55;0.49;-0.11;0.12;-0.99;0.24;-0.24;-0.49;0.20;0.68;0.72;
-0.98;-0.37;0.00;-0.44;0.03;-0.88;0.12;0.37;-0.12;0.25;-0.41;-0.86;-0.24;-0.18;-1.28;0.15;-0.60;0.82;0.06;-0.49;0.18;0.22;0.39;0.90;0.18;0.06;0.37;-0.02;-0.33;0.98;1.46;-1.65;3.96;-0.39;-0.90;0.41;0.85;-0.06;-0.30;-0.13;0.13;-0.98;0.67;0.43;-0.43;0.20;0.68;0.73;
-0.85;-0.30;0.30;-0.45;0.03;-0.89;0.67;0.43;0.18;0.25;-0.41;-0.87;0.12;-0.37;-1.04;0.16;-0.60;0.82;-0.06;-0.43;0.00;0.22;0.38;0.90;0.79;0.06;0.24;-0.01;-0.33;0.99;-1.95;0.55;2.50;-0.39;-0.89;0.40;0.00;0.37;-0.06;-0.12;0.13;-0.98;0.30;-0.30;-0.43;0.21;0.67;0.72;
-0.43;-0.18;-0.18;-0.45;0.03;-0.89;0.91;-0.06;0.43;0.25;-0.41;-0.87;-0.12;-0.61;-1.40;0.16;-0.60;0.82;0.37;0.00;0.06;0.22;0.38;0.90;0.30;-0.30;0.18;-0.01;-0.34;0.99;0.43;4.15;3.66;-0.38;-0.88;0.41;0.24;0.18;-0.12;-0.12;0.13;-0.98;0.43;-0.06;-0.43;0.20;0.68;0.73;
-0.55;-0.06;0.06;-0.44;0.04;-0.88;-0.12;0.12;0.24;0.26;-0.41;-0.87;0.18;-0.12;-1.04;0.15;-0.60;0.82;0.37;-0.43;-0.06;0.22;0.38;0.90;-0.61;-0.18;0.12;-0.01;-0.33;0.98;-1.89;0.12;-0.67;-0.39;-0.85;0.38;0.06;-0.18;-0.18;-0.12;0.13;-0.98;0.18;-0.18;-0.12;0.20;0.68;0.73;
-0.79;-0.06;0.43;-0.45;0.03;-0.89;0.61;-0.18;0.00;0.26;-0.41;-0.88;-0.30;-0.67;-0.91;0.15;-0.60;0.82;0.12;-0.67;0.00;0.22;0.37;0.89;0.61;-0.55;0.55;-0.01;-0.33;0.98;5.61;-2.13;5.98;-0.46;-0.86;0.43;0.06;0.12;-0.18;-0.12;0.13;-0.98;-0.43;-0.67;0.24;0.23;0.68;0.73;
-14.45;-16.16;6.95;-0.48;0.07;-0.85;7.01;-210.43;-0.12;0.36;-0.83;-0.71;-0.12;0.55;-0.55;0.16;-0.60;0.83;0.24;-0.24;0.18;0.22;0.39;0.88;0.30;-0.67;0.30;-0.01;-0.33;0.99;2.07;16.65;3.60;-0.31;-0.93;0.49;0.30;0.43;-0.43;-0.12;0.13;-0.98;0.30;0.06;-0.55;0.20;0.67;0.72;
-17.56;-17.50;1.89;-0.38;0.06;-0.92;37.13;21.22;25.67;0.53;-0.98;-0.44;0.12;-0.61;-0.61;0.15;-0.60;0.82;0.49;-0.18;0.61;0.23;0.38;0.89;0.49;-0.18;0.12;-0.01;-0.33;0.99;-17.80;19.09;5.49;-0.43;-0.75;0.37;-0.12;0.00;0.12;-0.12;0.13;-0.98;0.85;0.18;-0.73;0.21;0.67;0.74;
-6.46;2.13;3.11;-0.46;0.11;-0.86;-57.38;-31.83;8.66;0.75;-0.88;-0.16;0.43;-0.85;-0.91;0.16;-0.60;0.82;0.79;-0.37;0.24;0.22;0.38;0.89;0.55;-0.49;0.37;-0.01;-0.33;0.98;9.82;-21.95;-5.79;-0.39;-0.91;0.40;0.61;0.24;0.18;-0.12;0.13;-0.97;0.24;-0.12;0.18;0.20;0.68;0.73;
-0.24;0.12;0.18;-0.48;0.09;-0.86;-0.30;21.10;3.41;0.18;0.78;-1.12;0.67;-0.67;-0.61;0.16;-0.60;0.82;0.37;-0.85;0.12;0.22;0.38;0.89;0.98;-0.43;0.06;-0.01;-0.33;0.99;13.84;12.99;11.71;-0.35;-0.94;0.52;0.24;0.06;0.43;-0.12;0.12;-0.98;0.06;-0.24;-0.24;0.19;0.67;0.73;
0.18;0.12;-0.12;-0.49;0.08;-0.86;5.85;-3.84;-6.16;0.12;0.44;-0.89;-0.18;-0.67;-1.10;0.18;-0.60;0.83;-0.49;-0.43;0.37;0.22;0.38;0.90;0.55;-0.49;0.00;-0.02;-0.33;0.98;-20.49;5.49;-8.11;-0.37;-0.79;0.29;0.37;0.12;0.06;-0.13;0.13;-0.98;0.18;-0.18;-0.55;0.21;0.68;0.72;
-0.12;-0.61;0.06;-0.48;0.08;-0.86;10.12;0.18;1.71;0.08;0.51;-0.83;-0.55;-0.43;-0.98;0.17;-0.58;0.83;0.55;-0.18;-0.12;0.22;0.38;0.89;0.43;-0.37;0.24;-0.03;-0.33;0.99;14.02;-13.48;5.49;-0.44;-0.90;0.49;0.49;0.12;0.30;-0.13;0.13;-0.98;0.85;0.06;-0.43;0.20;0.68;0.72;
2.13;2.99;-2.26;-0.48;0.08;-0.84;290.24;31.34;30.49;0.13;-0.69;-0.71;-0.61;-1.95;-1.46;0.17;-0.59;0.83;0.61;-0.49;-0.30;0.22;0.38;0.90;-0.12;-0.55;0.06;-0.01;-0.33;0.99;6.28;17.13;10.73;-0.39;-0.93;0.42;0.43;-0.24;0.30;-0.12;0.13;-0.99;0.18;-0.24;-0.43;0.20;0.68;0.72;
-4.27;-1.89;0.98;-0.49;0.08;-0.88;222.32;31.95;10.30;-0.20;-0.42;0.85;-0.24;-1.95;-0.06;0.16;-0.59;0.82;-4.33;-0.30;1.52;0.22;0.37;0.91;0.00;-0.18;0.43;-0.01;-0.33;0.99;-17.80;-8.78;-10.24;-0.33;-0.78;0.34;-0.24;0.06;0.00;-0.12;0.13;-0.98;0.00;0.06;-0.37;0.20;0.68;0.72;
-1.22;0.06;-0.24;-0.50;0.09;-0.87;-10.18;-5.55;2.13;-0.07;-0.07;1.06;-0.06;-0.43;-0.85;0.17;-0.59;0.83;0.30;-0.67;0.12;0.22;0.38;0.90;0.55;-0.06;0.30;-0.01;-0.33;0.98;17.99;-5.24;4.27;-0.42;-0.92;0.51;-0.30;0.18;0.43;-0.12;0.13;-0.98;0.55;0.49;-0.73;0.20;0.68;0.73;
-0.30;-0.49;1.22;-0.49;0.10;-0.86;0.37;5.43;-3.11;-0.10;-0.10;1.02;0.12;-0.18;-0.43;0.17;-0.59;0.83;0.30;0.06;0.24;0.23;0.38;0.90;0.67;-0.49;0.24;-0.00;-0.34;0.98;-17.38;17.07;5.98;-0.42;-0.75;0.38;-0.12;-0.06;0.18;-0.12;0.13;-0.98;0.30;-0.30;-0.85;0.19;0.68;0.72;
-2.74;-1.40;1.95;-0.49;0.10;-0.86;-189.21;86.46;-52.74;-0.12;-0.55;0.03;-0.37;-1.16;-1.04;0.17;-0.58;0.83;0.18;-0.55;0.55;0.22;0.38;0.89;0.18;-0.61;0.43;-0.02;-0.33;0.98;-8.41;-15.85;-10.85;-0.34;-0.84;0.35;-0.37;0.18;0.24;-0.13;0.13;-0.97;0.24;-0.37;-0.49;0.20;0.68;0.72;
0.67;-0.85;0.79;-0.49;0.10;-0.88;-2.80;2.26;-0.67;0.22;-0.39;-0.89;-0.55;-0.67;-1.22;0.16;-0.58;0.82;0.24;-0.67;-0.06;0.22;0.38;0.90;0.43;-0.79;0.24;-0.02;-0.33;0.99;11.71;23.05;11.65;-0.37;-0.96;0.48;0.06;0.12;0.30;-0.12;0.13;-0.98;10.12;-1.83;-5.43;0.21;0.62;0.74;
-29.27;8.96;15.00;-0.66;-0.42;-0.95;-6.10;1.04;-0.18;0.24;-0.35;-0.91;-1.16;-9.51;-1.52;0.18;-0.57;0.85;-0.37;-0.43;0.12;0.22;0.37;0.91;0.06;-0.79;0.30;-0.02;-0.34;0.98;-17.80;-10.85;-12.93;-0.32;-0.79;0.32;0.43;0.12;0.30;-0.12;0.14;-0.97;0.24;0.06;-0.30;0.20;0.69;0.72;
197.07;16.22;-91.83;0.14;-0.87;0.56;-1.89;1.10;-0.43;0.23;-0.33;-0.92;0.12;-0.55;-1.52;0.19;-0.55;0.85;-0.12;-0.18;-0.24;0.22;0.38;0.89;0.67;-0.18;0.18;-0.02;-0.34;0.97;0.67;-1.52;1.46;-0.38;-0.87;0.41;0.18;-0.24;0.24;-0.12;0.14;-0.99;0.61;-0.30;-0.37;0.20;0.69;0.72;
37.68;8.84;-3.17;0.36;0.23;0.97;-0.73;0.79;-0.30;0.24;-0.32;-0.91;0.30;-0.30;-1.22;0.20;-0.55;0.85;0.24;-0.49;0.06;0.23;0.38;0.90;0.24;-0.37;0.24;-0.02;-0.33;0.98;-0.61;0.73;1.34;-0.39;-0.87;0.42;0.30;-0.06;0.06;-0.12;0.13;-0.99;0.55;0.30;-0.18;0.20;0.68;0.71;
-504.02;-53.78;260.06;0.34;-0.99;0.69;-0.43;0.06;0.24;0.23;-0.31;-0.91;-0.30;0.06;-0.49;0.20;-0.55;0.85;-0.98;-0.30;1.22;0.23;0.38;0.89;0.06;-0.06;0.06;-0.02;-0.34;0.98;-1.59;0.91;1.71;-0.37;-0.87;0.42;0.37;0.06;0.24;-0.12;0.12;-0.98;0.61;0.06;-0.67;0.19;0.69;0.72;
-130.00;15.67;66.95;-0.29;1.00;-0.29;-0.30;0.24;-0.06;0.24;-0.31;-0.91;0.24;-0.43;-0.79;0.20;-0.55;0.84;0.55;-0.49;0.12;0.23;0.38;0.90;0.30;-0.85;-0.12;-0.03;-0.34;0.98;0.00;1.34;1.28;-0.38;-0.86;0.43;0.24;0.18;-0.18;-0.11;0.13;-0.98;0.18;0.24;-0.49;0.20;0.69;0.72;
144.45;-42.50;99.45;-0.19;0.10;-1.34;-1.59;0.79;-0.12;0.24;-0.31;-0.90;-0.30;-0.49;-1.34;0.21;-0.55;0.84;-0.98;9.33;1.16;0.29;0.31;0.92;-2.26;-0.91;0.30;-0.03;-0.31;0.94;-0.61;1.16;-0.24;-0.38;-0.86;0.41;-0.30;0.24;-0.12;-0.12;0.13;-0.99;0.61;0.06;-0.06;0.19;0.69;0.73;
5.98;-2.93;-2.74;-0.46;0.12;-0.87;0.06;0.24;0.12;0.25;-0.30;-0.91;-0.12;-0.61;-1.16;0.20;-0.55;0.85;1.22;-0.43;-0.12;0.21;0.37;0.90;0.49;-0.18;0.12;-0.02;-0.34;0.98;-4.09;3.35;4.76;-0.37;-0.86;0.41;0.18;0.06;-0.18;-0.12;0.14;-0.99;0.06;0.12;-0.43;0.20;0.69;0.72;
1.83;-0.67;-0.79;-0.46;0.08;-0.88;-0.12;0.12;0.06;0.24;-0.29;-0.92;-0.24;-0.67;-0.91;0.20;-0.54;0.84;0.12;-0.43;-0.06;0.21;0.37;0.90;0.12;-0.55;0.24;-0.02;-0.34;0.98;-0.61;1.28;1.83;-0.38;-0.88;0.40;0.18;0.30;0.06;-0.12;0.13;-0.99;0.49;-0.30;-0.43;0.20;0.69;0.72;
1.16;-0.18;-0.43;-0.46;0.07;-0.88;0.43;0.24;0.18;0.24;-0.30;-0.92;-0.24;-0.79;-0.85;0.19;-0.55;0.84;0.18;-0.55;-0.37;0.22;0.38;0.90;0.00;-0.67;-0.24;-0.01;-0.33;0.98;-1.16;1.16;2.32;-0.38;-0.88;0.41;0.18;0.43;0.12;-0.12;0.14;-0.98;0.24;-0.06;-0.37;0.21;0.68;0.71;
0.37;-0.43;-0.55;-0.47;0.05;-0.88;-0.06;0.12;0.43;0.25;-0.30;-0.92;0.24;-0.30;-1.10;0.20;-0.54;0.86;0.61;-0.67;0.24;0.23;0.38;0.89;0.43;-0.73;0.61;-0.02;-0.34;0.98;0.49;0.55;1.71;-0.37;-0.87;0.41;-0.30;0.18;-0.37;-0.12;0.14;-0.98;0.18;0.12;-0.49;0.20;0.69;0.71;
-0.49;-0.18;-0.12;-0.47;0.05;-0.87;0.55;0.30;0.06;0.24;-0.30;-0.92;0.00;-0.43;-0.37;0.20;-0.55;0.85;0.49;-0.37;0.00;0.22;0.38;0.89;0.00;-0.37;0.30;-0.02;-0.34;1.00;-0.30;0.73;1.77;-0.38;-0.88;0.41;0.67;0.24;0.37;-0.12;0.13;-0.98;0.67;0.30;-0.18;0.20;0.69;0.72;
-0.67;-0.55;-0.12;-0.48;0.04;-0.89;0.37;0.24;0.06;0.24;-0.30;-0.92;-0.12;-0.30;-0.67;0.20;-0.55;0.86;0.18;-0.43;0.06;0.22;0.38;0.90;0.30;-0.49;0.37;-0.01;-0.34;0.98;1.04;0.30;1.77;-0.38;-0.87;0.41;-0.12;0.00;0.00;-0.13;0.13;-0.98;-0.18;-0.18;-0.30;0.20;0.69;0.72;
-0.43;-0.30;-0.18;-0.47;0.04;-0.87;-0.06;0.24;-0.12;0.24;-0.30;-0.92;-0.67;-0.85;-1.16;0.19;-0.55;0.84;0.98;-0.24;0.24;0.21;0.37;0.89;0.61;-0.30;0.06;-0.02;-0.34;0.98;1.22;0.12;1.52;-0.37;-0.87;0.42;0.12;0.00;0.30;-0.13;0.13;-0.99;-0.12;0.06;-0.24;0.20;0.68;0.72;
0.18;-0.12;0.00;-0.47;0.05;-0.87;0.37;0.24;0.12;0.25;-0.29;-0.93;0.49;-0.37;-0.24;0.19;-0.55;0.86;0.91;-0.06;-0.18;0.22;0.38;0.90;0.24;-0.30;0.00;-0.01;-0.34;0.97;0.67;0.24;0.55;-0.37;-0.87;0.41;-0.18;0.43;-0.37;-0.12;0.13;-0.98;0.43;-0.30;-0.24;0.19;0.68;0.73;
-0.37;-0.24;0.06;-0.48;0.05;-0.88;0.24;0.06;0.06;0.25;-0.29;-0.92;-0.12;-0.24;-0.67;0.20;-0.55;0.85;0.67;-1.22;0.18;0.22;0.38;0.90;0.43;-0.18;0.24;-0.02;-0.35;0.98;0.18;0.43;2.26;-0.39;-0.87;0.42;0.55;-0.55;0.12;-0.12;0.13;-0.98;0.49;0.24;-0.12;0.20;0.69;0.72;
1235.67;-232.87;-504.94;1.25;-1.73;-2.00;13.54;-0.06;5.79;0.24;-0.28;-0.94;0.61;-0.85;-1.22;0.21;-0.54;0.85;-0.18;-0.37;0.00;0.22;0.38;0.89;0.12;-0.43;-0.06;-0.02;-0.34;0.98;-2.26;2.07;3.23;-0.37;-0.87;0.42;0.61;-0.49;-0.12;-0.12;0.13;-0.98;-0.06;0.18;-0.49;0.19;0.68;0.72;
24.45;-81.83;-18.66;-0.62;-0.16;-1.58;-1.52;-0.49;-0.30;0.22;-0.26;-0.93;-0.06;-0.91;-1.16;0.18;-0.54;0.86;-0.30;-0.24;0.67;0.23;0.37;0.89;0.00;-0.55;0.18;-0.02;-0.34;0.99;0.98;-0.18;0.43;-0.38;-0.86;0.42;0.18;0.43;0.00;-0.12;0.13;-0.98;0.18;-0.24;0.18;0.20;0.68;0.72;
2.99;54.09;120.00;-0.54;-0.66;-1.01;0.67;0.49;0.06;0.22;-0.26;-0.94;0.24;0.30;-1.71;0.21;-0.54;0.85;-0.98;-0.79;0.18;0.22;0.37;0.90;0.12;-0.61;0.55;-0.02;-0.33;0.98;-1.22;1.22;2.26;-0.38;-0.87;0.42;0.30;0.06;0.37;-0.12;0.13;-0.98;0.67;-0.18;-0.67;0.19;0.69;0.72;
90.61;-452.26;-395.67;0.44;-0.76;-0.72;2.44;1.10;0.73;0.24;-0.25;-0.95;0.18;-1.40;-1.10;0.21;-0.54;0.86;3.96;-1.16;-0.61;0.22;0.37;0.90;0.30;-0.24;-0.12;-0.02;-0.34;0.98;-0.37;-0.24;3.11;-0.37;-0.87;0.42;0.06;0.18;-0.06;-0.12;0.13;-0.98;0.55;0.61;-0.61;0.21;0.69;0.73;
