-0.37;-0.12;0.49;-0.09;-0.08;-0.98;-0.06;0.49;0.49;0.15;0.03;-0.99;
-0.37;-0.49;0.18;-0.11;-0.09;-0.97;0.24;-0.24;0.06;0.15;0.04;-0.99;
-0.12;-0.43;0.37;-0.09;-0.09;-0.98;0.55;-0.12;-0.24;0.15;0.04;-1.00;
-0.18;-0.43;0.00;-0.10;-0.09;-0.99;0.12;0.12;0.24;0.14;0.04;-0.99;
0.00;-0.18;-0.06;-0.10;-0.08;-0.98;0.49;0.24;0.30;0.15;0.04;-0.99;
-0.06;-0.37;0.55;-0.10;-0.09;-0.99;0.43;0.30;0.18;0.15;0.04;-0.99;
-0.61;-0.18;0.30;-0.10;-0.08;-0.99;0.30;-0.18;0.00;0.15;0.04;-0.99;
-0.18;0.00;0.00;-0.09;-0.08;-0.98;0.61;0.49;0.37;0.16;0.04;-0.99;
-0.55;-0.37;0.06;-0.10;-0.08;-0.99;0.73;0.24;0.24;0.15;0.05;-0.99;
-4.63;-1.77;1.34;-0.10;-0.08;-0.99;-5.61;7.26;-11.34;0.26;0.29;-1.09;
-1.28;-0.79;0.49;-0.09;-0.08;-0.99;59.27;94.51;-186.22;0.35;-0.65;-1.47;
0.73;-0.55;-0.43;-0.10;-0.08;-0.99;170.98;340.73;81.46;0.39;0.12;-1.43;
-4.09;-0.12;0.24;-0.10;-0.08;-0.98;22.26;38.84;69.39;0.11;-0.52;-0.71;
-0.91;-0.37;0.85;-0.09;-0.09;-0.99;-24.33;-136.52;-213.72;0.23;0.46;-1.11;
-0.67;-1.28;0.06;-0.09;-0.08;-0.97;11.65;108.66;211.40;0.25;-0.77;-0.77;
-1.34;-0.06;0.24;-0.10;-0.08;-0.98;29.27;-73.90;-159.33;0.31;-0.14;-1.07;
-0.30;-0.06;0.12;-0.10;-0.09;-0.98;4.09;37.74;75.43;0.22;-1.02;-0.38;
-0.18;0.18;-0.12;-0.11;-0.08;-0.99;-60.79;-411.16;-495.37;0.80;-0.20;-1.12;
0.12;-1.10;-0.18;-0.09;-0.08;-1.00;-2.74;190.24;266.16;0.36;-0.79;-0.56;
0.12;0.55;-0.30;-0.09;-0.08;-0.98;24.51;-85.37;-209.39;0.16;-1.53;0.11;
