0.12;0.06;-0.24;0.12;0.27;0.97;0.30;-0.06;0.18;0.12;0.28;0.97;0.18;-0.06;0.00;0.12;0.28;0.97;0.67;0.00;0.37;0.12;0.29;0.98;0.06;-0.12;0.49;0.13;0.29;0.98;
0.12;-0.12;0.43;0.12;0.28;0.97;0.12;-0.18;-0.18;0.13;0.28;0.98;0.24;-0.30;-0.18;0.13;0.28;0.97;0.12;0.24;0.18;0.12;0.28;0.97;0.12;-0.12;-0.30;0.12;0.27;0.97;
-0.06;0.00;0.30;0.12;0.28;0.97;0.49;-0.06;-0.18;0.12;0.27;0.97;0.00;0.85;-0.30;0.13;0.29;0.98;-0.06;-0.18;0.12;0.13;0.28;0.97;0.06;0.18;-0.30;0.14;0.27;0.97;
0.00;-0.18;-0.12;0.12;0.29;0.97;0.00;-0.30;-0.24;0.12;0.28;0.98;0.79;0.18;0.06;0.12;0.28;0.97;0.24;0.12;0.18;0.12;0.28;0.98;0.67;-0.06;-0.12;0.12;0.28;0.98;
0.43;0.00;0.37;0.13;0.28;0.98;0.24;-0.24;-0.12;0.12;0.28;0.97;0.18;0.06;0.00;0.12;0.28;0.98;2.32;0.00;-0.30;0.12;0.28;0.97;-0.61;0.18;-0.18;0.13;0.28;0.96;
0.43;-0.06;0.24;0.12;0.28;0.97;1.04;-0.37;0.49;0.12;0.27;0.98;-1.40;-0.18;-0.06;0.13;0.27;0.98;1.83;0.18;-0.18;0.13;0.27;0.98;0.06;-0.12;-0.12;0.13;0.27;0.97;
0.06;0.06;0.18;0.13;0.28;0.97;-0.30;-0.06;0.06;0.13;0.28;0.98;-0.18;0.18;0.24;0.13;0.27;0.98;-0.49;0.18;0.06;0.13;0.27;0.98;0.55;0.00;0.00;0.12;0.27;0.98;
-0.37;-0.06;-0.12;0.13;0.27;0.98;0.00;0.55;0.43;0.13;0.27;0.98;-0.24;0.06;0.61;0.12;0.27;0.98;0.06;0.12;-0.18;0.12;0.27;0.97;0.30;-0.12;0.37;0.12;0.27;0.98;
-0.06;0.61;0.06;0.13;0.27;0.97;-0.49;-0.24;0.24;0.13;0.27;0.97;0.49;0.18;0.49;0.12;0.27;0.97;-0.30;0.30;-0.24;0.13;0.27;0.97;0.12;-0.49;0.37;0.13;0.27;0.97;
-0.24;0.06;-0.24;0.12;0.27;0.98;0.18;-0.18;0.18;0.12;0.27;0.98;0.24;-0.55;-0.49;0.13;0.27;0.98;2.44;0.30;-0.30;0.12;0.27;0.97;0.24;-0.18;-0.06;0.12;0.27;0.97;
-1.04;0.12;0.18;0.12;0.28;0.97;0.30;-0.24;0.24;0.13;0.27;0.98;0.24;0.43;0.30;0.12;0.27;0.98;-0.85;-0.24;-0.12;0.13;0.27;0.98;0.43;-0.24;-0.37;0.13;0.27;0.98;
-0.06;0.18;0.12;0.12;0.27;0.98;-0.79;0.30;-0.30;0.13;0.27;0.97;0.85;-0.12;0.61;0.12;0.27;0.98;-3.35;-0.49;0.30;0.13;0.27;0.98;0.49;0.24;-0.30;0.12;0.27;0.98;
0.18;0.18;0.12;0.12;0.27;0.97;0.55;0.30;-0.12;0.12;0.27;0.97;0.06;0.12;0.06;0.12;0.27;0.97;-0.18;0.06;0.43;0.14;0.27;0.98;-0.55;-0.12;0.24;0.13;0.27;0.97;
-1.10;0.30;0.49;0.13;0.26;1.00;0.91;0.30;0.37;0.13;0.27;0.98;4.45;1.46;0.43;0.12;0.29;0.96;0.00;-0.12;-0.18;0.12;0.28;0.97;0.49;0.06;0.12;0.12;0.28;0.98;
-1.34;-0.37;0.18;0.12;0.28;0.96;-0.06;0.06;-0.24;0.12;0.28;0.97;0.30;0.12;0.24;0.11;0.28;0.98;0.73;0.00;0.30;0.13;0.28;0.97;0.06;0.37;-0.37;0.12;0.29;0.97;
0.30;-0.67;0.06;0.12;0.28;0.97;-0.30;0.06;-0.49;0.13;0.28;0.98;0.43;0.18;-0.12;0.13;0.28;0.96;-3.23;0.43;0.12;0.12;0.27;0.97;-2.50;-0.12;0.12;0.12;0.28;0.96;
-0.49;0.12;0.43;0.12;0.27;0.97;0.61;0.43;0.24;0.13;0.27;0.97;0.30;0.06;0.24;0.13;0.27;0.98;0.73;0.18;0.00;0.12;0.28;0.97;0.24;0.18;0.12;0.12;0.28;0.97;
0.18;0.24;0.30;0.12;0.28;0.96;0.49;-0.12;0.30;0.13;0.27;0.98;-0.18;-0.06;0.12;0.12;0.28;0.97;0.06;0.06;0.24;0.13;0.28;0.97;-0.12;-0.12;-0.12;0.12;0.27;0.97;
0.00;0.24;0.24;0.13;0.28;0.97;0.24;0.79;0.24;0.12;0.28;0.97;0.49;0.06;0.18;0.13;0.28;0.97;-0.18;-0.18;0.06;0.12;0.28;0.98;0.30;0.73;0.00;0.13;0.27;0.98;
-0.37;-0.67;0.12;0.13;0.27;0.97;0.18;-0.12;0.12;0.13;0.28;0.97;0.12;0.61;-0.06;0.12;0.28;0.98;8.23;-0.61;0.06;0.12;0.28;0.99;2.26;1.65;0.37;0.13;0.28;0.98;
0.24;-0.12;0.49;0.13;0.28;0.97;0.43;0.37;0.00;0.12;0.28;0.97;3.23;4.09;0.85;0.12;0.28;0.97;-0.12;0.06;0.06;0.12;0.27;0.98;0.55;-0.49;-0.06;0.12;0.28;0.97;
0.43;0.12;0.12;0.13;0.28;0.97;0.30;0.00;0.24;0.12;0.28;0.97;0.43;0.12;0.00;0.12;0.29;0.98;0.06;0.37;0.55;0.12;0.28;0.98;-0.18;0.06;0.12;0.12;0.28;0.98;
-0.12;-0.12;0.00;0.12;0.27;0.97;0.00;0.12;0.43;0.13;0.28;0.98;0.18;-0.18;0.12;0.12;0.28;0.97;0.24;0.00;-0.18;0.12;0.28;0.98;0.06;0.00;-0.79;0.13;0.29;0.97;
16.40;8.60;-5.79;-0.01;0.38;0.71;-43.41;-108.72;71.34;0.31;0.31;1.10;-20.12;95.61;2.99;0.33;0.43;1.78;-57.38;21.59;1.40;0.14;0.34;1.12;-17.93;27.74;36.77;0.16;0.26;0.91;
121.22;-27.44;99.27;0.10;0.76;1.18;61.65;-74.27;55.61;0.61;0.58;0.91;127.38;-270.49;2.99;0.32;-0.57;1.35;150.91;32.13;-101.40;0.96;0.82;1.01;50.67;485.98;-553.11;0.77;0.42;0.27;
267.26;136.65;125.37;0.76;2.00;1.94;16.34;-464.82;219.15;-1.00;-1.55;-0.92;61.52;379.15;332.26;1.02;-1.52;2.00;-74.39;-249.21;73.66;-0.46;-0.14;0.72;-24.57;87.26;-66.52;-1.00;0.95;0.31;
-57.32;292.07;-275.37;-0.10;1.15;0.91;-56.46;48.78;54.94;-1.69;-1.15;-1.09;4.82;124.63;-163.05;-0.24;1.12;0.66;-32.56;22.68;10.49;-1.35;-0.47;-0.70;50.43;-68.84;128.35;-0.67;0.72;0.25;
-18.90;73.54;-101.59;-0.77;0.72;0.36;-40.37;36.22;4.02;-1.33;-0.69;-0.76;-2.80;-56.46;120.79;-0.62;0.95;0.49;4.76;21.71;-26.59;-0.59;1.13;0.24;-7.93;-16.83;8.72;-0.54;0.98;0.44;
-251.89;-347.93;112.20;-0.63;0.38;-0.75;-54.33;-40.67;17.56;-0.83;0.44;-0.16;-13.60;10.18;-1.59;-0.75;0.15;-0.89;253.84;-76.71;240.43;-0.39;0.96;0.67;-329.09;-639.15;2.13;0.21;1.30;-0.89;
18.72;-51.71;-38.54;-0.52;0.77;-0.88;1.89;21.28;-0.30;-0.34;1.47;0.07;-49.33;-128.23;82.62;-0.46;0.36;-1.28;-26.10;-12.01;-68.41;-0.60;0.71;0.28;58.29;29.27;-26.22;-0.52;0.93;-0.28;
55.85;133.11;-9.09;-0.47;0.68;-0.47;10.43;3.11;-0.49;-0.57;0.72;-0.40;-8.84;1.34;1.95;-0.53;0.66;-0.49;-44.27;19.88;-11.22;-0.49;0.75;-0.46;-14.70;-30.43;15.24;-0.57;0.68;-0.50;
-34.27;6.10;-10.49;-0.52;0.67;-0.46;158.29;400.79;-36.95;-0.35;0.40;-1.63;-196.40;-255.24;26.71;-0.26;0.62;-0.60;186.40;157.50;-63.90;-0.15;1.06;1.70;-54.76;-85.98;26.71;-0.50;0.31;-1.41;
-133.11;-232.87;147.26;-0.26;0.80;0.46;-2.80;-14.57;1.10;-0.55;0.72;-0.33;-35.00;-45.18;27.87;-0.30;0.37;-0.83;57.93;-288.05;-89.21;-0.86;0.22;-1.19;-111.04;83.29;-105.49;-0.41;1.09;0.36;
-50.06;44.88;-159.39;-0.27;0.92;0.23;-160.98;-52.07;118.48;-1.43;0.75;-0.32;58.05;-79.57;-25.61;0.87;1.11;1.10;-162.26;131.59;44.51;-0.27;0.64;0.21;5.24;39.09;85.55;0.65;1.26;0.23;
0.24;0.79;-2.01;0.19;0.52;0.84;-1.16;0.55;-0.30;0.18;0.52;0.86;-0.61;0.43;-0.49;0.19;0.52;0.86;-0.98;0.43;0.06;0.18;0.52;0.86;-0.98;0.06;-0.24;0.18;0.51;0.87;
-0.85;0.67;0.12;0.18;0.52;0.87;-0.12;0.00;-0.06;0.18;0.51;0.87;-0.49;-0.18;0.12;0.18;0.51;0.87;0.06;0.18;-0.24;0.18;0.51;0.87;-0.30;0.12;0.18;0.18;0.51;0.87;
-105.24;-70.18;-102.38;0.11;0.38;0.83;-35.12;23.17;65.98;1.25;2.00;0.66;122.62;-99.82;122.13;1.30;-0.47;0.48;112.26;80.55;-353.60;1.61;1.92;0.61;93.84;-211.28;-145.55;-0.32;-0.37;1.68;
-33.29;67.50;13.35;-0.78;0.49;-0.39;-93.90;-112.38;-87.56;-0.22;1.36;-0.19;125.30;-41.71;-120.24;-1.08;-0.10;0.61;-90.73;28.05;152.87;-1.06;0.18;0.39;83.60;25.55;110.37;-0.40;1.00;0.30;
-81.28;-197.87;-300.18;-0.41;0.44;0.23;-77.80;88.23;194.02;-1.10;-0.34;0.16;-7.01;28.90;-65.98;0.45;2.00;0.02;140.06;245.18;617.38;-0.61;-0.87;-1.03;142.44;-194.27;445.18;-0.06;1.39;0.57;
-51.28;113.48;-16.95;-0.32;0.87;0.29;-40.98;56.10;-25.91;-0.18;1.20;0.39;4.39;-15.37;-71.52;-0.98;0.00;0.27;-61.22;-4.21;-42.50;0.17;2.00;0.18;-29.88;-49.63;-121.95;-0.87;-0.16;0.61;
-199.63;-319.57;8.60;0.33;1.05;0.25;-59.21;-76.34;33.54;-0.66;-0.36;0.32;-111.40;-203.90;114.27;0.20;1.24;-0.34;-144.88;16.59;-308.11;0.18;-0.37;1.14;170.24;105.73;158.41;0.71;2.00;-1.84;
467.20;594.02;576.95;1.41;-0.81;1.18;-121.28;-6.71;-251.52;-0.50;-1.04;0.20;-30.55;-90.61;-30.12;0.66;1.88;-0.98;247.56;321.34;566.52;0.56;-1.16;1.25;-1177.99;-1380.37;-1173.23;2.00;-1.79;2.00;
-122.87;-218.96;-204.21;1.90;2.00;-2.00;215.00;240.18;558.35;0.54;-1.09;1.70;-517.32;-473.90;-933.54;1.55;-2.00;2.00;383.66;352.32;573.05;1.38;0.38;0.69;-78.54;95.24;-281.04;-0.35;-1.50;1.10;
-111.16;-221.22;-230.37;1.55;2.00;-1.41;203.29;165.30;437.13;0.20;-1.12;1.51;-663.72;-824.76;-1051.71;2.00;2.00;-1.13;296.52;299.57;623.90;1.33;-0.04;1.13;-347.26;-108.96;-779.27;0.14;-2.00;2.00;
-74.09;-130.73;-157.68;0.91;1.48;-0.05;110.12;101.40;358.72;0.07;-0.78;1.21;-253.35;-370.12;-400.73;1.51;1.41;-0.13;180.12;140.30;418.23;0.28;-0.87;1.53;-190.61;-260.91;-405.24;0.98;0.07;1.73;
127.13;183.05;206.83;0.72;0.93;0.30;-51.77;-37.87;-85.61;0.17;-0.01;1.06;73.35;97.26;94.09;0.82;1.53;-0.22;-31.89;-27.07;-59.33;0.16;0.04;1.04;50.30;82.68;61.89;0.94;1.71;-0.28;
162.13;190.85;391.83;0.32;-0.75;1.53;-229.21;-278.48;-480.18;0.13;-1.90;2.00;166.71;302.56;369.82;0.98;0.99;0.09;-138.90;-176.16;-383.17;0.53;0.30;0.79;182.50;260.18;424.57;0.48;-0.50;1.59;
0.67;23.29;30.00;0.06;0.01;0.99;-15.24;-120.43;-159.76;1.36;2.00;-0.97;88.41;132.13;242.93;0.16;-0.12;1.14;7.93;-26.16;-92.80;0.15;0.21;0.95;4.82;43.72;26.65;0.25;0.50;0.95;
-143.29;64.88;35.37;-0.11;0.29;1.00;-263.41;147.50;85.79;-0.18;-0.05;1.37;-212.56;132.26;54.70;-0.57;-0.41;0.79;-6.22;110.91;-117.32;-0.99;-1.10;-0.04;43.78;-11.71;5.55;-0.74;-0.55;0.30;
37.68;-19.09;3.23;-0.41;0.31;0.96;121.22;35.43;-71.65;-0.65;0.12;0.70;64.94;8.84;34.27;-0.76;0.11;0.40;29.02;141.71;167.26;-0.36;0.61;0.46;65.49;87.07;139.33;-0.32;0.78;-0.10;
-105.18;88.23;-47.74;-0.09;1.39;-0.15;-162.38;-89.09;-179.15;0.01;0.77;0.47;-133.48;-103.17;6.83;0.28;0.71;1.10;31.28;-119.39;72.74;0.97;1.28;1.61;-38.72;-20.73;-39.76;0.34;0.74;0.65;
3.78;-1.22;7.56;0.16;0.21;0.97;-1.28;2.44;1.71;0.15;0.21;0.99;-1.28;-10.43;-36.28;0.06;0.12;1.01;21.22;14.21;82.50;0.27;0.35;0.97;-43.41;58.54;20.91;0.22;0.26;0.88;
1.59;0.12;0.18;0.15;0.24;0.98;1.40;0.12;0.24;0.15;0.24;0.98;-5.12;1.52;0.67;0.16;0.29;0.96;-2.93;1.04;0.12;0.15;0.28;0.97;-10.12;-5.49;-9.76;0.34;0.20;0.93;
0.18;-0.24;0.00;0.15;0.27;0.97;-0.73;-0.18;0.18;0.15;0.26;0.98;-1.89;-0.12;0.73;0.15;0.27;0.97;2.80;0.73;0.12;0.15;0.26;0.97;-12.74;-1.22;-14.82;0.20;0.34;1.00;
0.12;0.49;0.00;0.14;0.27;0.98;0.37;0.18;0.06;0.15;0.26;0.97;0.24;0.12;0.12;0.15;0.27;0.97;0.00;0.06;-0.30;0.15;0.27;0.97;-2.13;0.18;0.12;0.16;0.29;1.02;
-0.24;0.00;-0.55;0.14;0.27;0.98;0.24;0.18;-0.06;0.15;0.27;0.97;0.06;0.06;0.18;0.15;0.27;0.97;0.24;-0.18;0.06;0.16;0.27;0.98;0.24;0.30;0.18;0.15;0.27;0.98;
0.55;0.30;-0.18;0.14;0.27;0.97;0.49;0.37;0.37;0.15;0.27;0.97;0.55;0.06;-0.12;0.15;0.27;0.98;0.61;-0.12;-0.06;0.15;0.27;0.97;0.43;0.00;0.12;0.15;0.27;0.98;
0.12;-0.12;-0.18;0.15;0.27;0.97;0.43;0.06;0.06;0.15;0.27;0.98;0.06;-0.24;0.55;0.15;0.27;0.97;0.49;0.37;-0.30;0.15;0.27;0.98;-0.18;0.06;-0.12;0.15;0.27;0.97;
0.91;-0.37;0.24;0.15;0.28;0.98;0.06;-0.06;-0.12;0.15;0.26;0.97;0.00;-0.24;-0.12;0.15;0.27;0.97;0.37;0.24;-0.37;0.15;0.27;0.98;0.67;0.12;-0.30;0.15;0.28;0.97;
0.30;0.24;-0.37;0.16;0.28;0.97;-0.06;-0.06;-0.43;0.16;0.28;0.96;0.30;-0.24;0.18;0.15;0.28;0.96;0.24;-0.12;0.00;0.14;0.28;0.97;0.24;-0.24;-0.18;0.15;0.28;0.98;
0.43;0.00;0.18;0.15;0.28;0.96;0.30;0.06;-0.37;0.15;0.28;0.97;0.49;0.06;-0.30;0.15;0.28;0.97;0.24;0.18;0.24;0.15;0.28;0.97;0.06;0.00;0.06;0.15;0.28;0.97;
0.43;-0.30;-0.49;0.16;0.28;0.96;-0.24;0.00;-0.18;0.16;0.28;0.97;0.55;-0.30;0.30;0.15;0.28;0.97;0.61;0.37;-0.06;0.15;0.28;0.97;0.18;-0.12;-0.06;0.15;0.28;0.97;
